p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.54899706067856e-29	0.884619324079968	0.994	0.96	4.03560204218585e-25	0	FTH1
2.00710484042452e-29	0.91604061802416	0.753	0.448	5.22911024075801e-25	0	MYADM
6.18826638372225e-29	0.789119825345695	0.708	0.368	1.61222904095116e-24	0	PHLDA1
7.16660180542033e-28	0.708919715743063	0.91	0.616	1.86711476836616e-23	0	TGFB1
1.11985456401553e-27	0.68089275184219	0.997	0.878	2.91755709562967e-23	0	ZFP36L2
1.74742351162017e-27	0.793880242290195	0.687	0.375	4.55256247482403e-23	0	PRNP
2.41613156674298e-27	0.599710696614941	0.343	0.113	6.29474757083548e-23	0	CD40LG
5.36878073320908e-27	0.666843281268111	0.328	0.109	1.39872844442296e-22	0	MAP3K4
1.01234319349142e-26	0.439667430877719	0.196	0.042	2.63745772200319e-22	0	SCART1
1.44047723791811e-26	0.778036248598745	0.883	0.587	3.75287534794806e-22	0	SQSTM1
1.6563604355875e-26	0.786082955988866	0.527	0.246	4.31531584283612e-22	0	ELL2
1.68973638196682e-26	0.482477787475879	0.181	0.037	4.40227019593816e-22	0	CFL2
2.23799515162037e-26	0.682344547752679	0.985	0.85	5.83064876851655e-22	0	JUNB
2.31904724688829e-26	0.779630795447161	0.88	0.617	6.04181379231806e-22	0	TUBA1B
4.96022263368996e-26	0.624285439495529	0.913	0.686	1.29228680275525e-21	0	TAGLN2
8.05425308270795e-26	0.690021031687764	0.81	0.49	2.0983745556379e-21	0	DDX3X
9.34320837824258e-26	0.67710648737985	0.581	0.274	2.43418607878354e-21	0	BHLHE40
1.79726016508459e-25	0.569030072991627	0.5	0.215	4.68240190809488e-21	0	CAPG
2.0917445675468e-25	0.754934322299562	0.602	0.315	5.44962212182968e-21	0	GPR65
3.08941661665557e-25	0.734533568520036	0.669	0.361	8.04885711137275e-21	0	NFKB1
4.05406177289289e-25	0.731030824771069	0.759	0.447	1.05620471369178e-20	0	GPR183
6.40020697657638e-25	1.32167843787428	0.13	0.02	1.66744592360744e-20	0	TRDV1
8.33840525961258e-25	0.644407767263177	0.617	0.32	2.17240472228687e-20	0	RBMS1
1.67510718089253e-24	0.504124892634483	0.262	0.078	4.36415673837931e-20	0	ELL
1.80944763662437e-24	0.496766664923601	0.997	0.906	4.71415392769746e-20	0	JUND
1.86713072168228e-24	0.518397323864243	0.241	0.069	4.86443566919885e-20	0	TESK1
3.06142242045499e-24	0.627817085511444	0.416	0.165	7.97592383201138e-20	0	MYBL1
3.24229958582279e-24	0.721134341803559	0.81	0.52	8.44716311094413e-20	0	SELENOK
3.3437219573705e-24	0.523369939033593	0.337	0.119	8.71139881553736e-20	0	BAG3
3.6653222295942e-24	0.36540514695567	0.181	0.04	9.54926400476177e-20	0	CCSAP
5.39783652012335e-24	0.697569470740259	0.798	0.518	1.40629834858774e-19	0	FAM107B
6.67691934324695e-24	0.688751216985669	0.611	0.311	1.73953779649613e-19	0	PFKFB3
1.28268925048477e-23	0.619058175471489	0.56	0.275	3.34179030428797e-19	0	MKNK2
2.64829204906476e-23	0.402568929964028	0.127	0.02	6.89959527542842e-19	0	NTRK2
3.79284455445304e-23	0.603258961124182	0.446	0.191	9.88149791771651e-19	0	TUBB2A
4.22235104602255e-23	0.57070073118633	0.964	0.76	1.10004911802026e-18	0	YWHAZ
5.15659021542872e-23	0.570116991774382	0.747	0.432	1.34344644882564e-18	0	CSRNP1
9.71575353150638e-23	0.510903782169167	0.952	0.852	2.53124526756336e-18	0	S100A4
1.02538575652758e-22	0.634782089686093	0.527	0.252	2.6714375114813e-18	0	FKBP5
1.3663220961263e-22	0.638296117295192	0.569	0.281	3.55967895703785e-18	0	INSIG1
1.97404769798112e-22	0.568002734418765	0.446	0.199	5.14298646755022e-18	0	RARA
2.18946142372299e-22	0.680561371836377	0.527	0.251	5.7042038472255e-18	0	AQP3
2.31117213687322e-22	0.663892434752629	0.861	0.643	6.02129676819581e-18	0	DDIT4
3.31493169300211e-22	0.300986205803059	1	0.991	8.63639153977839e-18	0	EEF1A1
4.71522242722963e-22	0.683641578525719	0.807	0.514	1.22845689896614e-17	0	CREM
5.25639026168061e-22	0.540892952204174	0.991	0.86	1.36944735487565e-17	0	CXCR4
5.81320194962064e-22	0.468393572219306	0.232	0.068	1.51451350393467e-17	0	DPP4
6.73354251047161e-22	0.544764100353732	0.536	0.255	1.75428983025317e-17	0	RPS6KA3
7.85145805881813e-22	0.576938678188524	0.81	0.508	2.04554036806389e-17	0	DYNLL1
1.09073000366906e-21	0.565352896278823	0.991	0.856	2.84167887855901e-17	0	HSPA8
1.14068987774308e-21	0.380831690108562	0.169	0.039	2.97183933848406e-17	0	LTK
1.52398962045689e-21	0.538139181997021	0.325	0.121	3.97045015817633e-17	0	ETV3
1.95474485377494e-21	0.339190981628086	0.127	0.023	5.09269676753985e-17	0	TRIP10
2.14268932720555e-21	0.442651115112782	0.343	0.128	5.58234850416862e-17	0	ZC3H12D
3.13483361397437e-21	0.343599174973293	0.253	0.079	8.16718201448742e-17	0	GRASP
3.62285628282595e-21	0.536469978842667	0.633	0.328	9.43862747364644e-17	0	FOSL2
5.43277428500659e-21	0.408874006928295	0.352	0.133	1.41540068447277e-16	0	HPGD
5.4797645361356e-21	0.58191840070503	0.967	0.811	1.42764305459941e-16	0	HSP90AB1
6.02601689553003e-21	0.522687429791244	0.934	0.698	1.56995818179244e-16	0	EIF4A1
6.80101871353029e-21	0.461759502131079	0.343	0.131	1.77186940543605e-16	0	SEPTIN11
9.29782530423027e-21	0.580559125318501	0.648	0.359	2.42236242651111e-16	0	NFE2L2
9.41495490175122e-21	0.496404341592728	0.527	0.253	2.45287820055325e-16	0	NR4A3
1.12059319678837e-20	0.340844181766396	0.187	0.048	2.91948145559274e-16	0	HLF
1.19898729059593e-20	0.558739256710628	0.542	0.269	3.12372158818957e-16	0	NASP
2.34420969513666e-20	0.57714994266744	0.633	0.355	6.10736951873955e-16	0	HECA
2.36832970755715e-20	0.684343954623999	0.557	0.297	6.17020938709864e-16	0	SLC7A5
2.59167444771996e-20	0.500554812732353	0.515	0.249	6.75208943864481e-16	0	CYTH1
6.22990481425495e-20	0.662444140643917	0.569	0.32	1.62307710125784e-15	0	BAZ1A
6.30411395342765e-20	0.460422136591264	0.943	0.803	1.64241080828651e-15	0	EEF1G
6.95519353522028e-20	0.599561147225108	0.696	0.396	1.81203657173094e-15	0	ITK
7.18940815751667e-20	0.396781901152811	0.202	0.057	1.87305650727782e-15	0	KIF5C
1.02818000982023e-19	0.646820321789147	0.669	0.39	2.67871737958466e-15	0	CCNH
1.29747932087722e-19	0.373077431210287	0.193	0.053	3.38032287468141e-15	0	TRABD2A
1.43730708942946e-19	0.587474108154812	0.883	0.633	3.74461616009058e-15	0	MCL1
2.30306285900016e-19	0.37823605873893	0.163	0.04	6.00016966655312e-15	0	SH3TC1
2.81586377050799e-19	0.383342406842802	0.172	0.044	7.33616988130447e-15	0	GRAMD2B
4.45937892063826e-19	0.40801495052646	0.136	0.029	1.16180199019389e-14	0	SLC31A2
7.4110066350007e-19	0.402886462543008	0.97	0.861	1.93078955861673e-14	0	EEF2
8.07528979277231e-19	0.513776587018141	0.834	0.585	2.10385524971097e-14	0	S100A11
1.26991061818089e-18	0.494962231967346	0.443	0.206	3.30849813354667e-14	0	SIK3
1.37622336636003e-18	0.558286936815348	0.482	0.24	3.58547473637778e-14	0	MAF
1.46613179035803e-18	0.463640329094758	0.386	0.169	3.81971315341979e-14	0	SPTY2D1
1.86310017219714e-18	0.545393749501612	0.352	0.151	4.85393487862522e-14	0	TOB2
1.87745344833113e-18	0.533465134668197	0.253	0.09	4.89132946893708e-14	0	AL157402.2
2.04273421475063e-18	0.491994612439015	0.235	0.079	5.32193544968982e-14	0	B4GALT5
2.43761657374134e-18	0.632040067430513	0.636	0.376	6.35072245956831e-14	0	CHD2
2.64131286421521e-18	0.615062011211297	0.452	0.219	6.88141240513987e-14	0	ZC3H12A
3.26875690869056e-18	0.520932849003223	0.331	0.138	8.51609237421151e-14	0	PTTG1IP
4.33140518328571e-18	0.594853967159077	0.711	0.46	1.12846099240143e-13	0	G3BP2
5.57956166545747e-18	0.514697747124212	0.675	0.381	1.45364320070163e-13	0	ZNF331
7.75079064708178e-18	0.570114888056983	0.69	0.416	2.01931348728422e-13	0	NDUFV2
1.03439044691591e-17	0.365290404002994	0.958	0.78	2.69489743135001e-13	0	KLF6
1.29670477608945e-17	0.525361993657857	0.361	0.158	3.37830495314585e-13	0	FAM241A
1.31774094414274e-17	0.526865327374335	0.325	0.136	3.43311048177509e-13	0	ERF
1.4689143881529e-17	0.532524048084734	0.551	0.294	3.82696265545474e-13	0	RAB8B
1.77755313287637e-17	0.548907440928825	0.747	0.476	4.63105917708281e-13	0	SLC38A2
1.82630908195721e-17	0.315119862081815	0.148	0.037	4.75808305122313e-13	0	PLAUR
2.16181082746191e-17	0.538952986822395	0.837	0.575	5.63216574878651e-13	0	ARL4C
3.03074676961792e-17	0.436768392320058	0.301	0.119	7.89600455888556e-13	0	MFHAS1
4.44777288953635e-17	0.489383974114906	0.398	0.185	1.15877827091091e-12	0	NR1D2
4.85667997250038e-17	0.488568504766194	0.425	0.204	1.26531083323552e-12	0	NFKB2
5.23386487590757e-17	0.489763181479152	0.611	0.349	1.3635788161202e-12	0	PIM3
6.06091365714319e-17	0.474867351336714	0.687	0.405	1.57904983509552e-12	0	PDE4B
6.65399408587194e-17	0.622311710304422	0.461	0.232	1.73356507919222e-12	0	TUBA1C
6.75908366467459e-17	0.504140852893737	0.482	0.252	1.76094406715767e-12	0	DDX3Y
7.78379230516177e-17	0.550303528037138	0.386	0.181	2.0279114092638e-12	0	ZNF267
7.88118364818304e-17	0.431739528951841	0.78	0.511	2.05328477586113e-12	0	TUBB4B
1.11573769030545e-16	0.600596217703316	0.919	0.757	2.9068314045528e-12	0	TNFAIP3
1.20512335824214e-16	0.386654474318932	0.154	0.041	3.13970788522825e-12	0	IL23R
1.34849691776275e-16	0.352963832311621	0.229	0.079	3.51323901984729e-12	0	ADAM19
1.98133071046884e-16	0.397746076586433	0.169	0.05	5.16196089998446e-12	0	ZBTB16
2.46433745202178e-16	0.51043221740096	0.913	0.779	6.42033836375234e-12	0	S100A10
2.63104640468686e-16	0.520728470667037	0.509	0.271	6.85466519813067e-12	0	CMTM6
2.78204726445877e-16	0.553551520676589	0.84	0.608	7.24806773809442e-12	0	ANKRD12
4.05916168631997e-16	0.415256897320472	0.295	0.121	1.05753339413694e-11	0	NDRG1
4.30936888830503e-16	0.514091873237374	0.361	0.165	1.12271987647011e-11	0	GLUL
4.60682607021495e-16	0.399312266683376	0.37	0.167	1.2002163960731e-11	0	ELK3
5.14377023846405e-16	0.49122816284705	0.84	0.609	1.34010646022704e-11	0	EML4
5.68773765713062e-16	0.473955560854142	0.63	0.355	1.48182629181224e-11	0	ATP1A1
6.92078941837983e-16	0.455472741497608	0.223	0.079	1.8030732671705e-11	0	GPR15
1.00109831576794e-15	0.443262025846264	0.789	0.525	2.60816144207021e-11	0	LTB
1.00381734458125e-15	0.494569678810823	0.223	0.081	2.61524532783753e-11	0	HSPA2
1.56676554869998e-15	0.446061344253981	0.723	0.464	4.08189428402805e-11	0	CDC37
1.73551488010175e-15	0.607420407250263	0.416	0.21	4.52153691712909e-11	0	JMY
1.93466946399589e-15	0.49090919923743	0.539	0.304	5.04039435454849e-11	0	BCL3
2.15001661071947e-15	0.428605166827121	0.262	0.104	5.60143827590744e-11	0	HIPK2
2.58937002786391e-15	0.376347731469554	0.97	0.833	6.74608573359385e-11	0	RPL38
3.95224192396488e-15	0.411889199223761	0.651	0.395	1.02967758845057e-10	0	ZFAND5
6.20648368848558e-15	0.427159330388846	0.334	0.152	1.61697519536115e-10	0	TP53BP2
6.26917630652794e-15	0.422093004642154	0.367	0.175	1.63330850313973e-10	0	HIVEP2
6.41286108744971e-15	0.363188230628984	0.301	0.129	1.67074269911327e-10	0	TRAF4
6.68997738014694e-15	0.571231667137258	0.63	0.399	1.74293980684968e-10	0	ZC3HAV1
7.59990704642791e-15	0.503855366176143	0.557	0.32	1.98000378280586e-10	0	PPP1R10
9.46128253571879e-15	0.558086811092997	0.964	0.836	2.46494793903082e-10	0	CRIP1
9.83147387671816e-15	0.404545320250579	0.648	0.378	2.56139388910138e-10	0	TMEM123
1.28312138792997e-14	0.269528335397984	0.253	0.097	3.34291615197396e-10	0	MARCH9
1.40597941577515e-14	0.495531428982847	0.581	0.33	3.66299817191899e-10	0	HSPD1
1.8017000340138e-14	0.469005352790233	0.352	0.167	4.69396909861615e-10	0	NINJ1
2.23041781914025e-14	0.481946837064139	0.286	0.122	5.81090754420609e-10	0	TRAF1
2.45430595175095e-14	0.438725289963118	0.226	0.086	6.39420329609676e-10	0	NFATC1
2.65157434366022e-14	0.400568659720648	0.518	0.278	6.90814663753796e-10	0	HBP1
2.7924985751241e-14	0.404125113807009	0.657	0.399	7.27529653777081e-10	0	CYCS
2.80407895763917e-14	0.373188362797722	0.458	0.238	7.30546690833732e-10	0	ESYT2
2.85945412915954e-14	0.381742230747719	0.244	0.097	7.44973584269934e-10	0	MGAT5
3.02757544089535e-14	0.352197196711543	0.789	0.545	7.88774229616467e-10	0	NR4A2
3.37533995891709e-14	0.411139975709793	0.81	0.578	8.79377319496671e-10	0	PPP1R15A
3.86840435944352e-14	1.07408249326027	0.13	0.036	1.00783538776582e-09	0	TRBV9
3.97369285018684e-14	0.376936498966833	0.301	0.131	1.03526619825918e-09	0	PERP
4.00928107465262e-14	0.532044189595808	0.364	0.179	1.04453799837925e-09	0	HIPK1
4.03319380524796e-14	0.589900675942419	0.527	0.312	1.05076798208125e-09	0	DUSP5
4.38829944260687e-14	0.506151759635693	0.599	0.366	1.14328365378237e-09	0	GPBP1
4.92972072660316e-14	0.446532359924038	0.5	0.276	1.28434014090192e-09	0	PPP1CB
6.8394634571648e-14	0.425526650656911	0.5	0.277	1.78188541449514e-09	0	STK24
8.85299216215753e-14	0.432149521952669	0.419	0.218	2.3064700480069e-09	0	AL135905.2
9.62085717937554e-14	0.415237461118647	0.846	0.62	2.50652192094271e-09	0	DNAJA1
9.65747277070784e-14	0.484228393343955	0.569	0.339	2.51606138095251e-09	0	EIF4A3
9.78633641875428e-14	0.538874228896173	0.108	0.026	2.54963422717805e-09	0	THBS1
9.85006009287076e-14	0.388876033899448	0.419	0.215	2.56623615599562e-09	0	PHF1
1.25309444299963e-13	0.425666338737331	0.389	0.198	3.26468695234694e-09	0	ARL4A
1.33972455318341e-13	0.577497974354946	0.392	0.205	3.49038437840873e-09	0	HOOK2
1.38908021362915e-13	0.500741632298511	0.425	0.233	3.61897068056802e-09	0	PNP
1.73254464648449e-13	0.38116986096822	0.331	0.153	4.51379856748605e-09	0	IFFO2
1.75297472749337e-13	0.387477201308799	0.389	0.192	4.56702505753848e-09	0	SLAMF1
1.78980204396132e-13	0.345730715132482	0.66	0.398	4.66297126513244e-09	0	PBXIP1
1.95825967362195e-13	0.397525153312769	0.768	0.492	5.10185392768727e-09	0	HNRNPA0
2.00341818037317e-13	0.471335109264838	0.41	0.219	5.21950538532621e-09	0	PAF1
2.23139653724811e-13	0.302348355322185	0.172	0.058	5.8134573984925e-09	0	KMT5A
2.45809895855433e-13	0.273947076539522	0.187	0.065	6.4040852167216e-09	0	SOS1
2.64075917317327e-13	0.294089535980052	0.196	0.07	6.87996987386831e-09	0	IRS2
2.89029632485058e-13	0.347881927000632	0.63	0.37	7.53008901513322e-09	0	TSPYL2
3.31358836259649e-13	0.4242544831978	0.301	0.14	8.63289176107265e-09	0	LINC-PINT
3.32609186798737e-13	0.511997065267866	0.831	0.629	8.6654671436675e-09	0	RGCC
3.72610786052133e-13	0.387285458156661	0.157	0.051	9.70762880901623e-09	0	CFH
6.26345475739853e-13	0.345789769573615	0.943	0.838	1.63181786794504e-08	0	RPL4
6.75639527925416e-13	0.451550659082534	0.545	0.332	1.76024366210409e-08	0	ELOVL5
6.92558218720777e-13	0.420160334617143	0.491	0.279	1.80432192723324e-08	0	ANP32E
7.16855101573582e-13	0.440833857060144	0.524	0.303	1.86762259612965e-08	0	DDX21
7.80619953602031e-13	0.310383218506675	0.28	0.122	2.03374916511937e-08	0	MXI1
8.26710844880297e-13	0.445939586970309	0.349	0.177	2.15382976416664e-08	0	NFAT5
9.40223820762559e-13	0.432176567749883	0.633	0.405	2.44956512023269e-08	0	FNBP1
9.50465650156919e-13	0.346362159644486	0.696	0.44	2.47624815835382e-08	0	TUBA4A
1.04233291043352e-12	0.349623096408256	0.66	0.408	2.71558993155246e-08	0	EIF5A
1.07585062070561e-12	0.3997597743296	0.377	0.192	2.80291362212432e-08	0	SC5D
1.16407716733552e-12	0.444033347975812	0.801	0.553	3.03277024405923e-08	0	EIF4G2
1.34436795097579e-12	0.36780733529309	0.404	0.212	3.50248182267724e-08	0	GNAI3
1.34441071528795e-12	0.344724341714664	0.286	0.129	3.50259323653971e-08	0	MAP2K1
1.64516127776115e-12	0.380564338682567	0.512	0.292	4.28613867695114e-08	0	IVNS1ABP
1.68151516655899e-12	0.368885564424525	0.569	0.343	4.38085146343613e-08	0	DNAJB6
1.71104979755287e-12	0.505837039176072	0.56	0.349	4.4577980375645e-08	0	HNRNPAB
1.8563102602796e-12	0.463447196341094	0.467	0.267	4.83624512110644e-08	0	MIDN
1.93110737592347e-12	0.453459523930374	0.62	0.395	5.03111404649341e-08	0	FAM177A1
2.00862684286178e-12	0.395883699488636	0.753	0.517	5.23307551370779e-08	0	LRRFIP1
2.15430408335308e-12	0.322754159168499	0.976	0.867	5.61260842835977e-08	0	PNRC1
2.2628613283651e-12	0.457071269381754	0.431	0.237	5.8954326187896e-08	0	IDI1
2.47290043431511e-12	0.544409472837598	0.217	0.089	6.44264750152115e-08	0	ALAS1
2.64625534310386e-12	0.32719763544412	0.283	0.129	6.89428904538848e-08	0	BRAF
2.93012213575563e-12	0.32921527639334	0.434	0.23	7.63384720028414e-08	0	STAU1
3.05363032063511e-12	0.47500923642014	0.699	0.467	7.95562307435065e-08	0	MAP1LC3B
3.58053209555303e-12	0.331023381427133	0.97	0.83	9.3283602685443e-08	0	PABPC1
3.95110195421176e-12	0.364037359425087	0.605	0.379	1.02938059213079e-07	0	SPTAN1
4.48912829353578e-12	0.460857663552397	0.37	0.196	1.16955259431488e-07	0	KPNA2
4.52813172462289e-12	0.265805103038122	0.16	0.055	1.179714158216e-07	0	MAFG
6.29073178524595e-12	0.387791062172318	0.88	0.723	1.63892435201013e-07	0	RPS20
6.32721506829261e-12	0.388920382981688	0.726	0.492	1.64842934174227e-07	0	EIF4B
6.87155671191835e-12	0.48360639036438	0.533	0.323	1.79024667015609e-07	0	NFKBIZ
7.90384446339589e-12	0.282385704138777	0.283	0.129	2.05918859804853e-07	0	TNFRSF25
8.10589890990493e-12	0.250685922957883	0.259	0.112	2.11182984299753e-07	0	LPAR6
8.29547625633741e-12	0.296002737649673	0.181	0.067	2.16122042906359e-07	0	NDUFV2-AS1
8.53766493098731e-12	0.256499976640347	0.988	0.956	2.22431784447013e-07	0	RPLP2
1.05551195270433e-11	0.382659339077711	0.313	0.151	2.74992529038058e-07	0	REEP3
1.1271133217932e-11	0.380418183335054	0.539	0.321	2.93646833726783e-07	0	ARF4
1.18469039352426e-11	0.282073793906716	1	0.982	3.08647388224875e-07	0	PTMA
1.42232534730541e-11	0.740841319768938	0.343	0.185	3.70558422733477e-07	0	CCR7
1.45593872587523e-11	0.280286677005775	0.717	0.444	3.79315716252273e-07	0	NAP1L1
1.47498008638253e-11	0.357947953330294	0.934	0.81	3.8427656190524e-07	0	DDX5
1.6550896237961e-11	0.256421317672416	0.19	0.073	4.31200499687598e-07	0	METTL15
1.72237517355555e-11	0.32126240922398	0.97	0.874	4.48730403966427e-07	0	SARAF
1.93082330448122e-11	0.281523059331722	0.304	0.147	5.03037395516493e-07	0	MBNL2
2.06131073822898e-11	0.37566744368336	0.702	0.463	5.37033286630797e-07	0	ADGRE5
2.07158806470881e-11	0.364870838456218	0.753	0.495	5.39710838498585e-07	0	ARF6
2.16874541921977e-11	0.450084931212576	0.389	0.216	5.65023244069326e-07	0	KLF9
2.27579280782455e-11	0.361709311034648	0.488	0.281	5.9291230022253e-07	0	TGIF1
2.35946857719766e-11	0.324677686686985	0.157	0.056	6.14712348417308e-07	0	FADS3
2.53778987807993e-11	0.425296912273348	0.434	0.243	6.61170396936164e-07	0	RBPJ
2.75535837905782e-11	0.522438271730086	0.672	0.459	7.17853518495933e-07	0	BIRC3
3.87420620618156e-11	0.284039096225761	0.488	0.274	1.00934694289648e-06	0	TMED2
4.05231887129821e-11	0.354574285562425	0.346	0.179	1.05575063553932e-06	0	SOCS3
4.27933271530646e-11	0.314571974385798	0.584	0.352	1.11489455231879e-06	0	SLC3A2
4.31797534486126e-11	0.313054707043574	0.774	0.527	1.1249621165967e-06	0	SPOCK2
4.45621538531278e-11	0.415130412251537	0.699	0.468	1.16097779433554e-06	0	SNU13
4.56533288560498e-11	0.252465308031044	0.151	0.053	1.18940617668667e-06	0	NR1D1
5.17038636244213e-11	0.327812001917515	0.62	0.373	1.34704075900705e-06	0	NIBAN1
6.21044727457825e-11	0.376575531227296	0.145	0.051	1.61800782844587e-06	0	FSCN1
6.39187760246644e-11	0.303520603857476	0.485	0.279	1.66527587177058e-06	0	VPS37B
7.6366327519127e-11	0.331310557469126	0.678	0.442	1.98957193085582e-06	0	BZW1
7.69216917167418e-11	0.349370259751644	0.843	0.611	2.00404083429627e-06	0	BRD2
7.90009987083142e-11	0.27957710041455	0.214	0.091	2.05821301934771e-06	0	MED13
8.00779283013849e-11	0.35861574331829	0.446	0.254	2.08627026603598e-06	0	KDSR
8.13104329120333e-11	0.417141461516305	0.774	0.559	2.1183807086572e-06	0	HSPA5
8.79715873164935e-11	0.286887985776044	0.964	0.856	2.2919237643566e-06	0	RPL21
1.02659731707124e-10	0.288819037684763	0.56	0.334	2.6745939901657e-06	0	RNASET2
1.11230905734977e-10	0.273831576519109	0.114	0.035	2.89789878711336e-06	0	SLC16A10
1.14092903456239e-10	0.284963361434024	0.34	0.176	2.97246241374539e-06	0	GADD45A
1.19083207801474e-10	0.288175297918378	0.16	0.06	3.10247481285181e-06	0	PHF23
1.19835005372595e-10	0.299548301381781	0.392	0.212	3.12206139497222e-06	0	YWHAH
1.29288043239888e-10	0.363805265784386	0.28	0.139	3.3683413905288e-06	0	HIST1H1D
1.32225249446245e-10	0.316513262280986	0.328	0.17	3.44486442382303e-06	0	ARCN1
1.39426363280858e-10	0.3199563631525	0.241	0.111	3.6324750425562e-06	0	PRMT9
1.47141523882667e-10	0.377324048651498	0.596	0.377	3.83347812171512e-06	0	ARID4B
1.49419136628796e-10	0.335979789004118	0.485	0.285	3.89281676659002e-06	0	VPS13C
1.610378687736e-10	0.375351455724491	0.774	0.527	4.19551959515859e-06	0	EIF5
1.76022050112122e-10	0.300688005783605	0.518	0.306	4.58590247157113e-06	0	OSTF1
1.82500301055905e-10	0.384989572661043	0.292	0.151	4.7546803434095e-06	0	EGLN2
1.87591640068706e-10	0.309586461206636	0.38	0.207	4.88732499871001e-06	0	RAB21
2.16857768939157e-10	0.293336600511045	0.111	0.034	5.64979545417185e-06	0	KLF5
2.16962550862388e-10	0.319274186031799	0.446	0.254	5.6525253376178e-06	0	MGAT4A
2.25291429625687e-10	0.577195715124308	0.822	0.635	5.86951761603802e-06	0	H2AFZ
2.28599623308798e-10	0.423697511227396	0.358	0.196	5.95570598606412e-06	0	STMN1
2.32800786941472e-10	0.345594441917057	0.464	0.274	6.06515890218616e-06	0	INTS6
2.46704487805585e-10	0.320384374954078	0.31	0.158	6.4273920207989e-06	0	NXT1
2.86146889854429e-10	0.314153472448006	0.512	0.309	7.45498492137744e-06	0	HSPA9
2.91602902441048e-10	0.301059257479864	0.19	0.079	7.59713041729662e-06	0	GCLM
2.91798179198011e-10	0.255232153624143	0.31	0.155	7.60221796264577e-06	0	PABPC4
2.95281162782925e-10	0.33909352027456	0.256	0.123	7.69296013398353e-06	0	KLF10
3.92077199462116e-10	0.335626521471934	0.41	0.229	1.02147872775865e-05	0	DNAJB9
