p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.39254502544823e-44	1.01605010885974	0.691	0.348	3.62799755480027e-40	0	HLA-DPB1
4.90465291601367e-44	0.673401904660405	0.163	0.016	1.27780922420904e-39	0	IFNG-AS1
6.77513235138682e-43	1.0587067503954	0.573	0.231	1.76512523150681e-38	0	HLA-DRA
2.25755982302461e-42	0.834194218722367	0.292	0.062	5.88162060692602e-38	0	EOMES
2.44762138577892e-42	1.14049590496886	0.18	0.022	6.37678799636983e-38	0	CCL3L1
1.68809844608762e-39	0.724390036885501	0.983	0.86	4.39800288159207e-35	0	CXCR4
4.9714848959184e-37	0.953561483697214	0.803	0.495	1.29522095993362e-32	0	FOSB
1.21009813087067e-35	0.897476610218138	0.649	0.344	3.15266866035735e-31	0	GZMM
3.88611737769091e-35	1.01283579623701	0.77	0.515	1.01245016040981e-30	0	UBE2S
7.52291494691601e-33	0.879526000573428	0.649	0.348	1.95994503112003e-28	0	HLA-DPA1
1.95486696363934e-32	0.847008029286328	0.379	0.124	5.09301490036958e-28	0	GZMH
2.67524736330813e-32	0.999558080346293	0.778	0.523	6.96982195562668e-28	0	TAGAP
4.3353056710949e-32	0.713222974904772	0.292	0.081	1.12947718649035e-27	0	SAMD3
9.40136372238444e-32	0.851254708212874	0.834	0.581	2.44933729059282e-27	0	BTG2
2.91489185766362e-31	0.410085001625209	0.11	0.01	7.59416775677104e-27	0	LGR6
4.23976770021273e-31	0.884270480389248	0.826	0.612	1.10458667893642e-26	0	BRD2
6.07072889677725e-31	0.808125521842621	0.413	0.153	1.58160699947738e-26	0	CD8B
8.2719661313168e-31	0.82202126719927	0.478	0.207	2.15509533619197e-26	0	SYNE1
1.29164432476157e-30	0.8448330564289	0.469	0.201	3.36512095930132e-26	0	HLA-DRB5
1.02534237673556e-29	0.678977362360613	0.885	0.695	2.67132449410916e-25	0	SRSF7
5.25055469650724e-29	0.736757508100808	0.284	0.085	1.36792701508103e-24	0	TBX21
2.06087012709482e-28	1.00671376447928	0.843	0.626	5.36918494212013e-24	0	DNAJB1
2.49526090016208e-28	0.942469114126487	0.719	0.416	6.50090322319228e-24	0	KLF2
3.65675558501703e-28	1.55073635658138	0.171	0.033	9.52694532564486e-24	0	CCL3
3.10629953997584e-27	0.785040456503561	0.472	0.21	8.09284219149906e-23	0	ITGA4
3.6111966072284e-27	0.730933412754027	0.994	0.963	9.40825052081215e-23	0	HLA-B
4.86315944493269e-27	0.8981689048297	0.593	0.341	1.26699893018831e-22	0	SERTAD1
4.69481943828334e-26	0.583600600008543	0.185	0.041	1.22314130825596e-21	0	PLEK
3.33388912046841e-25	0.89485534396283	0.351	0.137	8.68578132555636e-21	0	IER5L
1.1841430842434e-24	0.614571243012924	0.211	0.056	3.08504797737932e-20	0	PECAM1
1.8262571113807e-24	1.00489534551602	0.722	0.464	4.75794765228014e-20	0	JUN
2.17508914058546e-24	0.635476818299751	0.228	0.063	5.66675973796729e-20	0	AOAH
8.22208616440749e-24	0.629235042943238	0.907	0.755	2.14210010841308e-19	0	DUSP1
1.05699549031305e-23	0.963493635948271	0.621	0.387	2.75379035091259e-19	0	ZNF331
1.15513273256103e-23	0.530502374191983	0.191	0.048	3.00946730814124e-19	0	SLAMF7
1.42191357443477e-23	1.02532001303989	0.649	0.445	3.70451143547491e-19	0	TUBA4A
1.69063648266041e-23	0.845240068890071	0.64	0.395	4.40461522827517e-19	0	PIK3R1
5.66849816142638e-23	0.637350332909716	0.744	0.55	1.47681382599642e-18	0	CD81
7.71403204769149e-23	0.350747376349863	0.11	0.016	2.00973676938506e-18	0	HLA-DQA2
1.03959251068733e-22	0.826944889224944	0.39	0.179	2.70845036809371e-18	0	SMAD7
3.24813830633891e-22	0.490047959900243	0.989	0.942	8.46237472950477e-18	0	H3F3B
6.22151990880332e-22	0.825637537545872	0.666	0.468	1.62089258184053e-17	0	HIST1H4C
1.07289811341052e-21	0.870473713754701	0.713	0.519	2.79522145486842e-17	0	TUBB4B
1.29368515813454e-21	0.468700860583333	0.961	0.905	3.37043794248791e-17	0	RPS29
2.91045166849946e-21	0.551028026871095	0.138	0.028	7.58259973194165e-17	0	AC243829.4
4.16882895710388e-20	0.645943984879352	0.567	0.339	1.08610500819427e-15	0	PLAAT4
6.25392790481725e-20	0.726870707518461	0.329	0.142	1.62933583704204e-15	0	EGR1
1.50981702666614e-19	0.698972222807181	0.899	0.825	3.9335262995733e-15	0	RPS26
2.40993854226973e-19	0.790411384076166	0.385	0.189	6.27861288417533e-15	0	H2AFX
5.78920710799105e-19	0.311088878892366	0.983	0.977	1.50826212784491e-14	0	RPS15A
7.46644690349984e-19	0.565049372192848	0.306	0.129	1.94523341176881e-14	0	PRKCB
1.17013686655068e-18	0.352063113310091	0.961	0.946	3.0485575784245e-14	0	RPL23A
1.42020449471067e-18	0.683054796471941	0.39	0.192	3.70005877006971e-14	0	MARCKSL1
1.47872072535475e-18	0.686290900345399	0.455	0.25	3.85251110576674e-14	0	NFATC2
1.60542439032184e-18	0.666522137826209	0.388	0.187	4.1826121641055e-14	0	LYST
3.06531869851589e-18	0.669855052499774	0.685	0.501	7.98607480524345e-14	0	IER2
3.6985365077205e-18	0.6509360865147	0.528	0.304	9.63579716356421e-14	0	LITAF
3.84060031235667e-18	0.568723416750194	0.407	0.198	1.00059159937828e-13	0	APOBEC3G
4.43491877487886e-18	0.752702442638589	0.382	0.197	1.15542938841919e-13	0	NEU1
5.21483150227e-18	0.676553710247675	0.435	0.227	1.3586200512864e-13	0	AC020916.1
8.0264335426133e-18	0.666122690045289	0.677	0.476	2.09112673085704e-13	0	TUBA1A
2.75737994057943e-17	0.656610751732595	0.447	0.248	7.1838019591916e-13	0	PITPNC1
2.86744917505255e-17	0.365666397442277	0.132	0.032	7.47056533576441e-13	0	POU3F1
7.52065248055208e-17	0.584307581759681	0.402	0.198	1.95935559075823e-12	0	KLRK1
7.90214810185376e-17	0.678398566543745	0.503	0.306	2.05874664497596e-12	0	AMD1
1.39468033453167e-16	0.600518870616784	0.222	0.079	3.63356067555536e-12	0	XCL2
1.43939679660695e-16	0.412130161508379	0.989	0.868	3.75006047420008e-12	0	ZFP36
1.95575862043289e-16	0.603859101491525	0.48	0.278	5.0953379338138e-12	0	TC2N
2.33724289756524e-16	0.389751661753506	0.983	0.907	6.08921892102671e-12	0	JUND
2.55356574811191e-16	0.375450991524985	0.68	0.422	6.65280484355597e-12	0	CTSW
4.39611824575479e-16	0.634676663896066	0.357	0.177	1.1453206865665e-11	0	APMAP
4.40008219598973e-16	0.662068752998534	0.244	0.098	1.1463534145212e-11	0	YBX3
5.40874634357679e-16	0.542495712905819	0.677	0.457	1.40914068489206e-11	0	MYADM
6.13266133341e-16	0.639871123256742	0.346	0.175	1.59774225719331e-11	0	NAA50
6.51560180341778e-16	0.519300358441858	0.817	0.622	1.69750973784443e-11	0	CD69
7.42162689003262e-16	0.506267946081665	0.253	0.103	1.9335564536602e-11	0	LYAR
7.51988639604543e-16	0.59970393357438	0.781	0.627	1.95915600276172e-11	0	DNAJA1
9.91013430281667e-16	0.562033488894242	0.331	0.156	2.58188728991283e-11	0	MATK
1.23560123420401e-15	0.521855286788293	0.239	0.094	3.2191118954717e-11	0	F2R
1.48444665376141e-15	0.304328327948445	0.112	0.025	3.86742886704459e-11	0	MS4A1
2.50673797924296e-15	0.563377213089107	0.239	0.097	6.5308044573217e-11	0	ARHGAP26
2.57129081599888e-15	0.743149625046153	0.472	0.293	6.69898396292188e-11	0	RALGAPA1
3.7075882541362e-15	0.511711578220756	0.264	0.111	9.65937967850105e-11	0	PYHIN1
5.43446088984813e-15	0.45860704644582	0.149	0.045	1.41584009563213e-10	0	MCOLN2
5.60241548371657e-15	0.592306783506826	0.461	0.267	1.45959730597268e-10	0	CEMIP2
7.83725192193877e-15	0.724853724080183	0.801	0.631	2.04183924322271e-10	0	RGCC
1.00324897210103e-14	0.496315029685927	0.354	0.177	2.61376454701481e-10	0	THEMIS
1.19269610387164e-14	0.489074089263528	0.334	0.162	3.10733115941677e-10	0	HLA-DMA
1.57000082486921e-14	0.603258429784673	0.525	0.326	4.09032314903175e-10	0	NR4A1
1.70629784598382e-14	0.552647518446762	0.798	0.643	4.44541777814163e-10	0	MCL1
2.13229035069216e-14	0.589022648761543	0.228	0.094	5.5552560506583e-10	0	ITPRIP
2.54403848852246e-14	0.418097099763584	0.772	0.59	6.62798347414755e-10	0	FOS
2.73841995152113e-14	0.544606211818994	0.258	0.112	7.134405499698e-10	0	OASL
2.83465359802973e-14	0.32565900679146	0.101	0.023	7.38512301894686e-10	0	DKK3
4.9201113069533e-14	0.455098138163488	0.177	0.063	1.28183659880054e-09	0	KLF12
5.09643688642042e-14	0.371219888302854	0.112	0.029	1.32777470201911e-09	0	LETM2
5.13609431495583e-14	0.582115760275094	0.553	0.367	1.33810665187544e-09	0	TENT5C
7.0598630013352e-14	0.533144287080876	0.697	0.536	1.83930610773786e-09	0	ITGB2
8.72225390667666e-14	0.382609537152722	0.287	0.13	2.27240881030647e-09	0	GIMAP4
1.33048428695768e-13	0.544134829087117	0.23	0.097	3.46631071281085e-09	0	RASGEF1B
1.33570073765462e-13	0.347188200074378	0.138	0.041	3.47990113181159e-09	0	C1orf21
3.50376437495413e-13	0.49790034299254	0.312	0.152	9.12835732606799e-09	0	AUTS2
3.75526707253418e-13	0.375817182562178	0.48	0.276	9.78359730407329e-09	0	CBLB
3.80926508129463e-13	0.36999123788893	0.893	0.785	9.9242783162969e-09	0	OAZ1
4.44663828704315e-13	0.562348914306772	0.508	0.319	1.15848267292335e-08	0	CLEC2B
5.23143659584718e-13	0.572701667337846	0.632	0.483	1.36294617631607e-08	0	ARL6IP1
6.67414449670735e-13	0.508895094526214	0.357	0.196	1.73881486572717e-08	0	ARAP2
6.76856974292271e-13	0.618709753010363	0.601	0.445	1.76341547512365e-08	0	YPEL5
7.3583330729572e-13	0.477900069889429	0.258	0.12	1.91706651549754e-08	0	ISG20L2
9.03896415323868e-13	0.680466964987346	0.354	0.191	2.35492133084327e-08	0	ZEB2
1.17051445628318e-12	0.445757968636375	0.371	0.206	3.04954131295456e-08	0	ITGAL
1.18874809369883e-12	0.50175337731175	0.744	0.608	3.09704540851356e-08	0	FYN
2.40967180007524e-12	0.509577216177015	0.222	0.099	6.27791794073601e-08	0	FAM160B1
2.91500863395911e-12	0.474851970067486	0.233	0.104	7.59447199405368e-08	0	KIF21A
3.44751069820325e-12	0.601363676504765	0.497	0.332	8.98179962202893e-08	0	POLR2A
3.86175612276373e-12	0.338222995159324	0.112	0.032	1.00610332266363e-07	0	ID1
3.94195732203814e-12	0.418702639232962	0.222	0.096	1.0269981411106e-07	0	GGA2
6.47652315427269e-12	0.501996029442546	0.941	0.855	1.68732857738266e-07	0	JUNB
6.66502601303813e-12	0.563444051080227	0.385	0.227	1.73643922717682e-07	0	HNRNPLL
7.39929909479322e-12	0.530479389410248	0.337	0.189	1.92773939316648e-07	0	CBX4
7.68404057694865e-12	0.304420604465392	0.135	0.044	2.00192309151243e-07	0	HLA-DMB
7.73217683563676e-12	0.426378565065217	0.798	0.671	2.01446403098844e-07	0	HCST
8.58647490589171e-12	0.577852515744997	0.68	0.55	2.23703430723197e-07	0	COTL1
1.09480041442253e-11	0.623351482450244	0.354	0.203	2.85228351969501e-07	0	TUBB2A
1.16588472987167e-11	0.59973666294315	0.427	0.272	3.03747948673466e-07	0	MIDN
1.16623166971153e-11	0.293800721321293	0.969	0.882	3.03838336909944e-07	0	ZFP36L2
1.82510962935669e-11	0.555102884022132	0.635	0.463	4.75495811736299e-07	0	IRF1
2.24212674843854e-11	0.387654653782771	0.949	0.861	5.84141281770692e-07	0	HSPA8
2.58993019891588e-11	0.361720433194465	0.121	0.039	6.74754514723554e-07	0	PATL2
2.79481273224908e-11	0.530961635462938	0.716	0.613	7.28132561132853e-07	0	RSRP1
3.04519548050233e-11	0.475072565129802	0.404	0.25	7.93364778535273e-07	0	SNHG12
3.06414173377794e-11	0.604689664865817	0.486	0.327	7.98300845901166e-07	0	ODC1
3.47199247882564e-11	0.543206805287463	0.317	0.172	9.04558200508443e-07	0	MYLIP
3.84934124570653e-11	0.45797903360824	0.295	0.157	1.00286887474392e-06	0	HEXIM1
3.87022249253212e-11	0.469271134985275	0.278	0.143	1.00830906597939e-06	0	CASP3
4.57210351554604e-11	0.472625593683317	0.371	0.218	1.19117012890521e-06	0	DGKZ
4.6950999887734e-11	0.386173676355842	0.256	0.122	1.22321440007513e-06	0	ARHGAP25
4.88038515632235e-11	0.474608388908728	0.222	0.104	1.27148674477666e-06	0	MRPL10
7.45639413632973e-11	0.372711166020337	0.177	0.073	1.94261436433798e-06	0	ADRB2
1.10633688746934e-10	0.495428327794841	0.419	0.267	2.88233949292388e-06	0	NR4A3
1.4058223486823e-10	0.407690819973689	0.295	0.156	3.66258896502199e-06	0	RASA3
1.48514501667748e-10	0.519281050302163	0.528	0.373	3.86924831194984e-06	0	LBH
1.5438576935238e-10	0.464528191205482	0.789	0.67	4.02221244893755e-06	0	FUS
2.24519011979995e-10	0.511331485723229	0.632	0.491	5.8493938191148e-06	0	SLC38A2
3.52374305956125e-10	0.510145450182798	0.626	0.473	9.18040779307492e-06	0	ADGRE5
3.58348339187779e-10	0.484107318187101	0.354	0.208	9.3360492808592e-06	0	HLA-DQB1
4.87388089697611e-10	0.328501900092764	0.399	0.236	1.26979219008918e-05	0	CD27
4.94380710028723e-10	0.523056714031375	0.435	0.293	1.28801006383783e-05	0	ARPC5L
5.45003685574415e-10	0.481375625780265	0.534	0.371	1.41989810202702e-05	0	STK17A
6.39109245390512e-10	0.505580562419536	0.657	0.54	1.6650713170159e-05	0	SRSF2
8.5430150104738e-10	0.498726183715577	0.508	0.352	2.22571170067874e-05	0	AKNA
1.16618764305839e-09	0.341627599653598	0.104	0.033	3.03826866646001e-05	0	TNIP3
1.71259010359634e-09	0.416442200533021	0.18	0.08	4.46181099689955e-05	0	DUSP6
2.12689781981482e-09	0.613981584554994	0.466	0.348	5.54120688996356e-05	0	GTF2B
2.39082728281165e-09	0.421150434688582	0.298	0.172	6.22882231990919e-05	0	OAT
2.44026517208473e-09	0.428001677459231	0.36	0.228	6.35762285283234e-05	0	TRA2A
2.47154566051279e-09	0.352740406613056	0.202	0.096	6.43911790933397e-05	0	FBXO32
3.03790489141494e-09	0.293182100985308	0.11	0.038	7.91465361360335e-05	0	TRGC2
3.90464465629116e-09	0.358524393064517	0.225	0.113	0.000101727707230354	0	BTN3A1
4.68086303758034e-09	0.345503982455825	0.104	0.036	0.000121950524718081	0	BPGM
4.78762200705484e-09	0.373862431971541	0.143	0.059	0.0001247319161498	0	LPCAT1
5.19745407733507e-09	0.446004874242844	0.553	0.412	0.000135409271076811	0	WNK1
5.3867126793537e-09	0.501131913931717	0.581	0.446	0.000140340025435202	0	TERF2IP
5.73887592846397e-09	0.425964828525564	0.553	0.409	0.000149514934564272	0	CNN2
6.11633477945979e-09	0.497850724377775	0.334	0.208	0.000159348870009266	0	SRRT
6.97188600701394e-09	0.373120506171893	0.596	0.442	0.000181638546140734	0	CITED2
9.09774630173400e-09	0.29540188636596	0.14	0.057	0.000237023584399076	0	KCNQ1OT1
9.18931006944233e-09	0.300583811280697	0.163	0.072	0.000239409095239181	0	PLAAT3
9.21898947571795e-09	0.504979207288997	0.424	0.294	0.00024018233281088	0	MKNK2
1.05414968812259e-08	0.4022056862686	0.539	0.402	0.000274637618246579	0	WSB1
1.05823890526727e-08	0.416838034331794	0.494	0.348	0.000275702981989283	0	EIF4A3
1.06695596381811e-08	0.318845133376498	0.607	0.454	0.000277974037253532	0	HLA-F
1.21538825034017e-08	0.403410971918808	0.264	0.149	0.000316645100861124	0	TSC22D2
1.47578736463672e-08	0.464229478039899	0.292	0.17	0.000384486882108806	0	FABP5
1.64141659189275e-08	0.460992016082789	0.52	0.373	0.000427638264685817	0	ITM2A
1.77011112501557e-08	0.424850888714565	0.115	0.044	0.000461167051400307	0	MLF1
1.95111947839135e-08	0.545125420777107	0.362	0.235	0.000508325157705298	0	IFRD1
2.77554924185494e-08	0.345902178403258	0.149	0.065	0.000723113843980467	0	ASTE1
3.31593384866285e-08	0.29390849372072	0.104	0.038	0.000863900245592133	0	E2F3
4.27002264146523e-08	0.409168640897356	0.346	0.214	0.00111246899878094	0	TRAT1
4.83473784805776e-08	0.306029370996768	0.174	0.084	0.00125959425155449	0	PIK3CG
5.23926463393576e-08	0.407962499349942	0.371	0.243	0.00136498561507928	0	RABGAP1L
5.31267557557334e-08	0.356393273069358	0.253	0.144	0.00138411136770412	0	NFATC3
5.50099951516623e-08	0.418681352732022	0.343	0.22	0.00143317540368626	0	SLC20A1
6.23943594969047e-08	0.459844945616583	0.205	0.109	0.00162556024797286	0	FAM53C
8.19907699306158e-08	0.407414921315234	0.548	0.419	0.00213610552900233	0	PPP2R5C
8.60392189372314e-08	0.417302014907858	0.413	0.289	0.00224157977097169	0	ZBTB7A
1.02095244300982e-07	0.407257082065484	0.876	0.748	0.00265988739977348	0	UBB
1.04822288733051e-07	0.39286405359809	0.458	0.32	0.00273093508836219	0	DUSP5
1.90102343098783e-07	0.379730977015198	0.185	0.096	0.0049527363447526	0	LRIF1
1.95750517905702e-07	0.487854512478598	0.371	0.26	0.00509988824299727	0	IER5
2.05279259624558e-07	0.468706377053497	0.626	0.516	0.00534814055099861	0	DDX3X
2.08807746561371e-07	0.413999293153878	0.376	0.251	0.00544006822116341	0	SKIL
2.14012625025782e-07	0.48336437616745	0.303	0.196	0.0055756709197967	0	JMJD6
2.83931308197938e-07	0.330078412340979	0.449	0.315	0.00739726237248087	0	ARHGAP9
2.85500719738645e-07	0.354684864790502	0.475	0.34	0.00743815025135093	0	PIP4K2A
3.51359504503143e-07	0.305188744276055	0.132	0.06	0.00915396917082039	0	AGTPBP1
4.4397849270173e-07	0.268097082856855	0.126	0.056	0.0115669716703582	0	KANSL3
5.06092749896776e-07	0.381450945688118	0.419	0.299	0.0131852344130607	0	CDK17
6.19195959664297e-07	0.48009488482629	0.129	0.059	0.0161319123371339	0	FASLG
6.32182742659939e-07	0.28046735242643	0.458	0.313	0.0164702569945194	0	CYTOR
7.25071302959271e-07	0.584662928227905	0.455	0.328	0.0188902826559979	0	GADD45B
7.71494651566706e-07	0.352773699359667	0.334	0.218	0.0200997501572674	0	MCUB
7.83705107722227e-07	0.346901514336808	0.256	0.152	0.0204178691714872	0	NIN
7.98364976762799e-07	0.299824607828713	0.483	0.355	0.0207998027396012	0	SLC9A3R1
8.2460860678833e-07	0.287057284781543	0.16	0.08	0.0214835280326564	0	ZNF10
9.60193815141335e-07	0.345047388663381	0.449	0.326	0.0250159294658772	0	JPT1
9.84676700043128e-07	0.376770625891989	0.528	0.409	0.0256537820662236	0	SUN2
1.11383745424619e-06	0.365345283112399	0.23	0.135	0.0290188071954761	0	STX11
1.11542358719297e-06	0.263863387559374	0.104	0.043	0.0290601307171385	0	POLH
1.12996864160516e-06	0.261511221471682	0.885	0.828	0.0294390730197393	0	RPL27A
1.14793295261214e-06	0.347240792516564	0.343	0.227	0.0299070972144042	0	TNKS2
1.24002624247599e-06	0.288721086993944	0.171	0.089	0.0323064036952269	0	KDM2B
1.25745292487849e-06	0.311374075665257	0.489	0.361	0.0327604210518593	0	APBB1IP
1.38145931060502e-06	0.371521556580788	0.525	0.406	0.0359911594191925	0	PTP4A2
1.45952162410361e-06	0.480387721256485	0.573	0.446	0.0380249168727713	0	RNF19A
1.55400429540783e-06	0.368968019820754	0.267	0.165	0.0404864739082601	0	N4BP1
1.60337139982908e-06	0.373019532229533	0.225	0.131	0.0417726350797471	0	ERO1B
1.62771832288519e-06	0.349713198275095	0.25	0.152	0.0424069454661279	0	CDKN2AIP
1.65590563688315e-06	0.299908656184011	0.191	0.105	0.0431413095577167	0	WDR47
1.81037975608763e-06	0.300035591971027	0.171	0.09	0.0471658237853511	0	JADE1
2.05379404000105e-06	0.415037240817292	0.115	0.052	0.0535074961241475	0	TRGV10
2.13419815002415e-06	0.414205688923798	0.351	0.247	0.0556022644025792	0	IDI1
2.78413857784948e-06	0.424348282755833	0.317	0.215	0.0725351623687124	0	HOOK2
3.11460767590526e-06	0.409988563535746	0.16	0.086	0.0811448737803598	0	MFSD11
3.64086128561685e-06	0.328723379983618	0.18	0.099	0.0948553590741759	0	APOBEC3C
4.19806948433692e-06	0.293802537842371	0.191	0.108	0.10937230427543	0	USP24
4.23952031808362e-06	0.319679482283957	0.567	0.45	0.110452222847033	0	WIPF1
4.29620714628617e-06	0.344284771246107	0.73	0.611	0.111929084782194	0	ZFP36L1
5.00718239885895e-06	0.351836147049001	0.433	0.321	0.130452123037472	0	PRKCH
5.60480020993703e-06	0.348402192482433	0.219	0.131	0.146021859869489	0	ATP8A1
5.88140888958884e-06	0.314710382660347	0.194	0.111	0.153228345800458	0	NCK1
7.17881723891183e-06	0.323249225904041	0.64	0.545	0.18702972552537	0	EIF5
7.21727785642406e-06	0.405474384656074	0.239	0.151	0.188031739993416	0	EHD1
7.28749480068821e-06	0.356642738247793	0.399	0.283	0.18986110204233	0	PDE7A
7.38808450173972e-06	0.308157701042441	0.272	0.173	0.192481765523825	0	PIK3CD
7.94894114880513e-06	0.315298114817949	0.32	0.215	0.20709376374982	0	TAP2
7.97678184542383e-06	0.307091817027134	0.458	0.341	0.207819097418827	0	IL10RA
8.02909966954001e-06	0.322765940194115	0.449	0.336	0.209182133690526	0	RUNX3
1.03919552021745e-05	0.315905896368485	0.559	0.45	0.270741608882251	0	GNG2
1.05213113188611e-05	0.270347742571086	0.171	0.097	0.274111723790287	0	DUSP8
1.22293294598926e-05	0.2905062796026	0.216	0.129	0.318610720418583	0	DENND2D
1.23678751090507e-05	0.302324884199438	0.124	0.061	0.322220250216097	0	LRIG1
1.26884651386339e-05	0.291721215050547	0.421	0.312	0.330572582256828	0	UTRN
1.29056781248536e-05	0.650967506780536	0.385	0.279	0.336231632186811	0	HSPA1B
1.48630318431802e-05	0.255807961199045	0.183	0.105	0.387226568610375	0	MIA2
1.53572804096206e-05	0.289722710920392	0.41	0.297	0.400103226511846	0	METRNL
1.55620389175563e-05	0.256371841402641	0.632	0.531	0.405437799919093	0	LIMD2
2.15356179215212e-05	0.400710612417139	0.385	0.29	0.561067453709392	0	HSPH1
2.34829109416744e-05	0.337801447675593	0.166	0.093	0.611800278763442	0	GALM
2.47521682809081e-05	0.304894296768285	0.489	0.389	0.644868240222499	0	RBM38
2.51671854017066e-05	0.305861035604799	0.272	0.179	0.655680681270662	0	C12orf75
2.55803761276917e-05	0.399329565084518	0.441	0.335	0.666445539254751	0	PPP1R10
2.62347710098121e-05	0.289786704733818	0.256	0.166	0.683494489118634	0	MAPK1
2.62504321713894e-05	0.272708667582852	0.146	0.079	0.683902509361207	0	TRG-AS1
2.69988748016685e-05	0.292799665341673	0.115	0.057	0.70340168520787	0	SERTAD3
2.86126743902156e-05	0.255389977127737	0.174	0.1	0.745446005888288	0	AC008875.3
2.9478327420322e-05	0.408334540568216	0.292	0.206	0.767998864281649	0	KPNA2
2.98508635076175e-05	0.370124660530941	0.284	0.193	0.777704546963958	0	TOX
3.06403139490677e-05	0.302981658609899	0.576	0.469	0.798272099315061	0	CCNL1
3.07891347890691e-05	0.335116085253757	0.562	0.458	0.802149328659618	0	CSRNP1
3.11375334104794e-05	0.282941368848059	0.281	0.191	0.81122615794322	0	TLE4
3.26162201229059e-05	0.300946724190931	0.244	0.158	0.849750382862067	0	PRKACB
3.51096530738623e-05	0.37582213621746	0.216	0.14	0.914711791533333	0	FAM102B
4.36763010240352e-05	0.326843845807887	0.228	0.147	1	0	ELMSAN1
4.6198045748636e-05	0.327295383256246	0.317	0.227	1	0	PKN1
4.72808363829252e-05	0.399803965602607	0.292	0.205	1	0	STMN1
4.87602239595397e-05	0.343775850517942	0.228	0.149	1	0	NLRC5
5.06885429358618e-05	0.537530052303841	0.534	0.458	1	0	CLDND1
5.19274333888465e-05	0.266856726139814	0.135	0.073	1	0	CCNYL1
5.31363788014761e-05	0.28469266593118	0.171	0.1	1	0	DNAAF2
5.40284615300333e-05	0.265705873606898	0.177	0.106	1	0	KIF21B
5.63577469100948e-05	0.307483668985094	0.281	0.196	1	0	ATP2A3
6.27655659424247e-05	0.258629289141913	0.149	0.085	1	0	WSB2
6.32645151315605e-05	0.285634487958639	0.371	0.279	1	0	CKS2
6.36958698104599e-05	0.256860495488472	0.171	0.101	1	0	ZSWIM6
6.84616077366067e-05	0.314702474251045	0.222	0.147	1	0	IDH2
7.15179128044472e-05	0.323768973849605	0.385	0.292	1	0	VPS37B
8.19886680775817e-05	0.309550624763354	0.185	0.114	1	0	NXF1
8.74689131502306e-05	0.318755526378104	0.368	0.274	1	0	STK10
9.33235686578679e-05	0.297290891810559	0.348	0.261	1	0	PPP1R16B
9.40475630226788e-05	0.458544610454057	0.441	0.361	1	0	SLA
9.52426949748736e-05	0.270296580388634	0.126	0.068	1	0	SLAMF6
0.000122654355870359	0.325338179916206	0.32	0.236	1	0	IFNGR1
0.000123990707427866	0.279924449368415	0.183	0.112	1	0	RAB4B
0.000129848170374039	0.278715260533721	0.16	0.095	1	0	SIPA1
0.000133845584893509	0.338189522819568	0.506	0.395	1	0	DUSP4
0.000138896823871098	0.304328241408083	0.197	0.128	1	0	UBE2E3
0.000158548167671208	0.278432958016062	0.135	0.076	1	0	TMEM39A
0.000171853116791198	0.275536729323388	0.775	0.72	1	0	EIF4A1
0.000175524287906405	0.250168172431229	0.402	0.305	1	0	GRK2
0.000179829011243397	0.25837402452885	0.152	0.09	1	0	USP38
