	log2FoldChange	fdr
ZFYVE9	-2.60677333471249	0.671775123542045
MYOM2	-2.60677333471249	1
RBM15-AS1	-2.60677333471249	1
MEOX1	-2.60677333471249	1
AL117379.1	-2.60677333471249	1
B3GNT8	-2.60677333471249	1
PLA2G2A	-2.58030112335129	0.023600347882425
FBLN2	-2.56237921535403	1
CFH	-2.55333407575103	3.15450271691278E-05
TRAV36DV7	-2.53965913885395	1
ELOVL6	-2.51657552574091	0.321656059560993
AP005019.1	-2.51657552574091	0.321656059560993
ZNF365	-2.46926981096255	0.462044483059327
AC021092.1	-2.46926981096255	0.928162383688768
GSTM2	-2.46926981096255	1
RHOBTB2	-2.46926981096255	1
AKR1C1	-2.46926981096255	1
LPAR1	-2.46926981096255	1
AL139260.1	-2.46926981096255	1
U91328.1	-2.46926981096255	1
CUL7	-2.46926981096255	1
BRSK1	-2.46926981096255	1
AL596325.1	-2.46926981096255	1
HIST1H2BE	-2.46926981096255	1
LINC01465	-2.46926981096255	1
TCEANC2	-2.46926981096255	1
POMT2	-2.46926981096255	1
LMAN2L	-2.46926981096255	1
ZNF575	-2.46926981096255	1
DHRS11	-2.46926981096255	1
PPFIBP2	-2.46926981096255	1
AMT	-2.46926981096255	1
FBP1	-2.46926981096255	1
IGSF22	-2.46926981096255	1
C2CD4D	-2.46926981096255	1
OBI1-AS1	-2.46926981096255	1
AC064807.1	-2.46926981096255	1
AKR1C2	-2.46926981096255	1
PPFIA3	-2.46926981096255	1
ZBTB18	-2.46926981096255	1
MLC1	-2.46926981096255	1
AMIGO1	-2.46926981096255	1
MCM3AP-AS1	-2.46926981096255	1
LINC02245	-2.46926981096255	1
FCGR3B	-2.46926981096255	1
MSX1	-2.46926981096255	1
SCART1	-2.43274393493744	0.211941860525209
F12	-2.39526922951877	1
LHFPL5	-2.39526922951877	1
TPSAB1	-2.39526922951877	1
AL158071.3	-2.39526922951877	1
FGFBP2	-2.38322997989586	0.000115845541087
LRP1	-2.36973413741163	0.465418691917419
CX3CR1	-2.36973413741163	0.658958201946154
COMP	-2.36973413741163	0.866267235560666
TRAV17	-2.33404243026832	0.00063926427556
TUBGCP4	-2.3172667175175	0.666559880523184
GPAM	-2.3172667175175	1
HEMK1	-2.3172667175175	1
GPRC5C	-2.3172667175175	1
HOMER1	-2.3172667175175	1
AL136040.1	-2.3172667175175	1
CASP10	-2.3172667175175	1
FAM114A1	-2.3172667175175	1
CLCN5	-2.3172667175175	1
LGALS7B	-2.3172667175175	1
SOCS2	-2.27662473302015	0.579131494899708
SCN1B	-2.26281893349512	0.889820643294158
AC016074.2	-2.26281893349512	0.889820643294158
RORC	-2.26281893349512	1
CLEC3B	-2.23480455732553	0.038005397667284
AL450352.1	-2.21773104396658	0.883420843981377
FHL1	-2.20623540512875	0.899574520823445
FAM131B	-2.20623540512875	0.899574520823445
CRYAB	-2.19796778914515	0.451524173357054
AL662844.4	-2.19173583543364	0.44947636316457
SFRP2	-2.18296562580591	0.291689926270182
KIF5C	-2.16970952910364	0.06074529724102
DSP	-2.14734171607519	0.618552117040281
CDC14B	-2.14734171607519	0.902134221909846
SFR1	-2.14734171607519	0.902134221909846
GPR55	-2.14734171607519	1
TRIB3	-2.14734171607519	1
ZNF208	-2.14734171607519	1
HIST1H4B	-2.14734171607519	1
NT5M	-2.14734171607519	1
DDR1	-2.14734171607519	1
AC092747.4	-2.14734171607519	1
ZNF546	-2.14734171607519	1
Z82215.1	-2.14734171607519	1
SNTG2	-2.14734171607519	1
ABALON	-2.14734171607519	1
HARBI1	-2.14734171607519	1
WNT2B	-2.14734171607519	1
UBE2E2	-2.14734171607519	1
AC114956.3	-2.14734171607519	1
AC069287.2	-2.14734171607519	1
SPINT1-AS1	-2.14734171607519	1
NOMO3	-2.14734171607519	1
ZNF284	-2.14734171607519	1
CA11	-2.14734171607519	1
AL096870.6	-2.14734171607519	1
AC090114.2	-2.14734171607519	1
ZNF620	-2.14734171607519	1
AL365272.1	-2.14734171607519	1
ITGB1-DT	-2.14734171607519	1
LCMT1-AS1	-2.14734171607519	1
AC006059.1	-2.14734171607519	1
LINC01176	-2.14734171607519	1
AC018647.2	-2.14734171607519	1
AC130888.1	-2.14734171607519	1
GPRIN1	-2.14734171607519	1
SYNPO	-2.14734171607519	1
CBWD3	-2.14734171607519	1
PXDN	-2.14734171607519	1
NEK11	-2.14734171607519	1
DARS-AS1	-2.14734171607519	1
AC007541.1	-2.14734171607519	1
BRCA1	-2.14734171607519	1
OSR2	-2.14734171607519	1
EFEMP2	-2.14734171607519	1
AL356488.3	-2.14734171607519	1
AP000873.4	-2.14734171607519	1
AC009404.1	-2.14734171607519	1
AL391069.2	-2.14734171607519	1
TANC2	-2.14734171607519	1
AL353759.1	-2.14734171607519	1
AC008438.1	-2.14734171607519	1
HIST1H2BD	-2.14734171607519	1
RFESD	-2.14734171607519	1
TNFAIP8L2	-2.14734171607519	1
CAPN10-DT	-2.14734171607519	1
ALPK2	-2.14734171607519	1
GIPR	-2.14734171607519	1
AC107214.1	-2.14734171607519	1
ZBTB9	-2.14734171607519	1
N4BP2L2-IT2	-2.14734171607519	1
AC106739.1	-2.14734171607519	1
KLF8	-2.14734171607519	1
LONRF3	-2.14734171607519	1
FAM72A	-2.14734171607519	1
VIPR1	-2.14734171607519	1
AL136419.3	-2.14734171607519	1
AC012020.1	-2.14734171607519	1
PTOV1-AS2	-2.14734171607519	1
MAP3K21	-2.14734171607519	1
GRK4	-2.14734171607519	1
HIST1H3J	-2.14734171607519	1
DNHD1	-2.14734171607519	1
PRG4	-2.14734171607519	1
CMKLR1	-2.14734171607519	1
SUSD4	-2.14734171607519	1
MGP	-2.10294759671673	0.000165484414554
SRF	-2.09075818770882	0.00157949288757
HMOX1	-2.08594117141104	1
MFHAS1	-2.08145378041873	0.00017661356465
FSTL1	-2.07334113463141	0.412339194031222
AGER	-2.07334113463141	1
MIR22HG	-2.06591411673134	3.2913625630563E-06
CYBRD1	-2.05423231168371	1
EFNA5	-2.05423231168371	1
PLSCR4	-2.05423231168371	1
AC091982.3	-2.05423231168371	1
SLC14A1	-2.05423231168371	1
C3AR1	-2.05423231168371	1
ANTXR1	-2.05423231168371	1
UBL4A	-2.04042651215867	0.080151372267146
TRAV4	-2.04042651215867	1
CCR6	-2.03863545663268	0.015052552742418
STN1	-2.02181083399133	0.000207282365064
DARS2	-2.02181083399133	1
AC027644.3	-2.02181083399133	1
LTB4R2	-2.02181083399133	1
AL136454.1	-2.02181083399133	1
AL117336.1	-2.02181083399133	1
PTGDR	-2.00983819232525	0.013301713724477
TMEM164	-2.00532271120276	0.850705600456813
IL6R	-1.98864397005613	0.366240838816513
MMP25	-1.97331231630014	0.291979255848955
SSX2IP	-1.95469663813279	0.751440024504303
PLVAP	-1.95469663813279	1
ZNF780B	-1.95469663813279	1
ZNF582	-1.95469663813279	1
ADAM12	-1.95469663813279	1
AC008115.3	-1.95469663813279	1
CCDC65	-1.95469663813279	1
B9D1	-1.95469663813279	1
AL162493.1	-1.95469663813279	1
C1R	-1.95469663813279	1
ATP6V0E2-AS1	-1.95469663813279	1
ZBED6CL	-1.95469663813279	1
LRP12	-1.95469663813279	1
PIK3R2	-1.95469663813279	1
ERICH6-AS1	-1.95469663813279	1
NECTIN1	-1.95469663813279	1
FRY	-1.95469663813279	1
NUAK1	-1.95469663813279	1
ZNF618	-1.95469663813279	1
NRN1	-1.95469663813279	1
MMRN2	-1.95469663813279	1
SULF1	-1.95469663813279	1
AC079807.1	-1.95469663813279	1
KCTD1	-1.95469663813279	1
SNPH	-1.95469663813279	1
TMEM217	-1.95469663813279	1
TBX3	-1.95469663813279	1
TPPP3	-1.95469663813279	1
PRSS35	-1.95469663813279	1
CAMKMT	-1.93161302501975	0.042849207792929
FABP4	-1.92494929473874	0.55227717873095
DPP4	-1.90407056506282	0.009866807821297
AC103591.3	-1.90222921823866	0.559835144997262
ITPKC	-1.90222921823866	1
LINC00892	-1.88430731024139	0.507878598822144
AL353807.5	-1.88430731024139	1
CMC4	-1.88430731024139	1
TOE1	-1.88430731024139	1
MMP28	-1.88430731024139	1
AL035530.2	-1.87526217063838	0.21085634095758
ARHGAP31	-1.87316675263619	0.274113273713391
MCAM	-1.86980774054628	0.180492795671208
PTGER2	-1.86781918745283	4.74795649809853E-05
DPH5	-1.8635487500746	0.333964003404314
CPT1A	-1.85305637625695	0.000106622556111
GSTM3	-1.84778143421628	0.512663734169746
CLPB	-1.84778143421628	1
LINC01431	-1.84778143421628	1
FNDC10	-1.84778143421628	1
LIPE	-1.84778143421628	1
CD200	-1.84778143421628	1
C19orf33	-1.84778143421628	1
PALMD	-1.84778143421628	1
FAM8A1	-1.82541362118783	0.079958536742915
AFDN	-1.82541362118783	0.196657778096566
SETD7	-1.81476637698832	0.214519279778024
ERMAP	-1.81030672879762	1
CRABP2	-1.81030672879762	1
WDR19	-1.81030672879762	1
SWSAP1	-1.81030672879762	1
LGALS7	-1.79119790584991	1
CACNA2D4	-1.78477163669048	0.813637703555405
FANCF	-1.7796099315747	0.997480463657957
FGFR1	-1.7796099315747	1
RND1	-1.73230421679634	0.537253941353125
CEBPA	-1.73230421679634	1
WDR4	-1.73230421679634	1
COL14A1	-1.73230421679634	1
FBN1	-1.73230421679634	1
TRBV11-1	-1.73230421679634	1
LEKR1	-1.73230421679634	1
PI16	-1.73230421679634	1
ZSCAN5A	-1.73230421679634	1
PDIK1L	-1.73230421679634	1
WDR53	-1.73230421679634	1
AP001816.1	-1.73230421679634	1
GRB10	-1.73230421679634	1
AC133644.2	-1.73230421679634	1
AC078795.1	-1.73230421679634	1
INAFM2	-1.73230421679634	1
PELI2	-1.73230421679634	1
JDP2	-1.73230421679634	1
MXRA8	-1.73230421679634	1
B3GAT2	-1.73230421679634	1
AL034550.2	-1.73230421679634	1
KANSL1L	-1.73230421679634	1
RHPN1	-1.73230421679634	1
DAB2IP	-1.73230421679634	1
ALG10B	-1.73230421679634	1
ZNF526	-1.73230421679634	1
MIR646HG	-1.73230421679634	1
IRGM	-1.73230421679634	1
THBS3	-1.73230421679634	1
AC008875.2	-1.73230421679634	1
HECW2-AS1	-1.73230421679634	1
LINC00910	-1.73230421679634	1
TDRKH-AS1	-1.73230421679634	1
DENND2C	-1.73230421679634	1
DMXL2	-1.73230421679634	1
SCARA3	-1.73230421679634	1
B3GNT10	-1.73230421679634	1
AC242842.1	-1.73230421679634	1
LINC02580	-1.73230421679634	1
KIAA1841	-1.73230421679634	1
AC090948.4	-1.73230421679634	1
AL137009.1	-1.73230421679634	1
AL365203.2	-1.73230421679634	1
PCCA-DT	-1.73230421679634	1
ERBB2	-1.73230421679634	1
TTC28	-1.73230421679634	1
AC005332.7	-1.73230421679634	1
AC009309.1	-1.73230421679634	1
PARM1	-1.73230421679634	1
GIN1	-1.73230421679634	1
CDH5	-1.73230421679634	1
ACBD4	-1.73230421679634	1
AL592183.1	-1.73230421679634	1
LINC02132	-1.73230421679634	1
AC083949.1	-1.73230421679634	1
EML5	-1.73230421679634	1
LRP5	-1.73230421679634	1
MALINC1	-1.73230421679634	1
SEC31B	-1.73230421679634	1
NXN	-1.73230421679634	1
AC127521.1	-1.73230421679634	1
AP001107.2	-1.73230421679634	1
IFT46	-1.73230421679634	1
LINC01521	-1.73230421679634	1
PRKN	-1.73230421679634	1
PARD3B	-1.73230421679634	1
U91328.2	-1.73230421679634	1
FAT1	-1.73230421679634	1
UBTD1	-1.73230421679634	1
SNHG25	-1.73230421679634	1
AC013400.1	-1.73230421679634	1
AGAP4	-1.73230421679634	1
LOX	-1.73230421679634	1
AC023632.2	-1.73230421679634	1
TNK2-AS1	-1.73230421679634	1
IL17RC	-1.73230421679634	1
AC034231.1	-1.73230421679634	1
LEPR	-1.73230421679634	1
WDR63	-1.73230421679634	1
KDM7A-DT	-1.73230421679634	1
IL7	-1.73230421679634	1
SCGB2A1	-1.73230421679634	1
HOXC5	-1.73230421679634	1
ITGA8	-1.73230421679634	1
AL358333.3	-1.73230421679634	1
RHOV	-1.73230421679634	1
SPTLC3	-1.73230421679634	1
LINC01238	-1.73230421679634	1
SMN2	-1.73230421679634	1
F13A1	-1.73230421679634	1
VSTM4	-1.73230421679634	1
TIMM23B	-1.73230421679634	1
ZBTB3	-1.73230421679634	1
AC005856.1	-1.73230421679634	1
AL160171.1	-1.73230421679634	1
DISP1	-1.73230421679634	1
ARMH4	-1.73230421679634	1
ZNF30	-1.73230421679634	1
KHK	-1.73230421679634	1
VAV2	-1.73230421679634	1
ZDHHC9	-1.73230421679634	1
AL355916.2	-1.73230421679634	1
AC078845.1	-1.73230421679634	1
ZKSCAN2-DT	-1.73230421679634	1
AL359711.2	-1.73230421679634	1
SLC10A1	-1.73230421679634	1
AP000845.1	-1.73230421679634	1
RARA-AS1	-1.73230421679634	1
CAPN5	-1.73230421679634	1
MIRLET7BHG	-1.73230421679634	1
UNC5B-AS1	-1.73230421679634	1
PROX2	-1.73230421679634	1
CCR10	-1.73230421679634	1
ABCA6	-1.73230421679634	1
ACVR1C	-1.73230421679634	1
RGS18	-1.73230421679634	1
ASAP2	-1.73230421679634	1
AC087393.2	-1.73230421679634	1
HPCAL4	-1.73230421679634	1
TAFA2	-1.73230421679634	1
SLC9A3-AS1	-1.73230421679634	1
AFMID	-1.73230421679634	1
EHHADH	-1.73230421679634	1
PLN	-1.73230421679634	1
CDC6	-1.73230421679634	1
ZFP57	-1.73230421679634	1
CDCA8	-1.73230421679634	1
SLC15A3	-1.73230421679634	1
LILRB3	-1.73230421679634	1
FBXW9	-1.73230421679634	1
CDH1	-1.73230421679634	1
ZKSCAN4	-1.73230421679634	1
CLU	-1.72203588134252	0.001980110824839
ADHFE1	-1.70805667054967	0.162359137491342
MYBL1	-1.70533716919607	2.44602064701085E-11
SERPING1	-1.70533716919607	0.054081550859535
RASGRF2	-1.68339461631539	1
LIX1L-AS1	-1.68339461631539	1
GPKOW	-1.67785643277396	0.264671851470535
SLC40A1	-1.67785643277396	1
AC083880.1	-1.6709036721322	1
WDR89	-1.6709036721322	1
LRRC42	-1.6709036721322	1
PLAC9	-1.6709036721322	1
SOD3	-1.66191488890495	1
SLAMF1	-1.65954787436103	4.99722847316221E-05
RARG	-1.64984205660437	0.292403145429625
FZD5	-1.64984205660437	1
HIST1H2AL	-1.64984205660437	1
ZNF19	-1.64984205660437	1
LENG9	-1.64984205660437	1
MTMR2	-1.64614757304663	0.098800907180276
CRYZ	-1.64038172735531	0.050212723358268
SLC35A1	-1.63276854324543	1
CKB	-1.63276854324543	1
IGFBP6	-1.63276854324543	1
DLL1	-1.63276854324543	1
RABGAP1L-DT	-1.63276854324543	1
CASP6	-1.62538901287983	0.994893848470425
TXNDC16	-1.62538901287983	0.994893848470425
EVA1C	-1.61864743500078	0.196309467705106
TLNRD1	-1.615120677426	0.000430683097569
LPAR6	-1.61365972029772	0.016411342868127
RAB37	-1.60996867387229	0.006071405043216
C11orf21	-1.60677333471248	0.401497929437641
CACNA2D2	-1.60677333471248	1
C1S	-1.60677333471248	1
XYLT2	-1.60677333471248	1
NIBAN2	-1.60677333471248	1
H19	-1.60677333471248	1
STAB1	-1.60677333471248	1
NRP1	-1.60677333471248	1
ANGPTL2	-1.60677333471248	1
PDZD4	-1.60677333471248	1
ANGPTL7	-1.60677333471248	1
VSTM2L	-1.60677333471248	1
ZNF879	-1.60677333471248	1
TGFBR3L	-1.60677333471248	1
RTL5	-1.60677333471248	1
CRLF1	-1.60677333471248	1
BCL2L1	-1.60372001073493	0.004852371147947
CRIM1	-1.60224367623197	0.000116152865303
CD4	-1.60105968351809	0.265584684747626
KLRB1	-1.59847855598076	4.41664102667684E-06
MYO18A	-1.59480069304641	0.265694255173867
CCL14	-1.59480069304641	1
DTWD2	-1.58791430746117	1
SBF2	-1.5803011233513	0.309330078846807
TTI1	-1.5803011233513	1
ZBTB7B	-1.5803011233513	1
BCL2	-1.57574643909186	2.78752856155321E-06
CDKN1C	-1.56237921535403	0.005052601228855
FAM160A2	-1.56237921535403	0.467610018171399
PTCH2	-1.56237921535403	1
PUS10	-1.56237921535403	1
NR3C2	-1.56237921535403	1
GSTCD	-1.56237921535403	1
PRPF40B	-1.56237921535403	1
C12orf42	-1.56237921535403	1
AL353708.3	-1.56237921535403	1
P2RY14	-1.56237921535403	1
SAP25	-1.56237921535403	1
DMKN	-1.56237921535403	1
BLOC1S3	-1.56237921535403	1
KANTR	-1.56237921535403	1
MTBP	-1.56237921535403	1
NFIB	-1.56237921535403	1
ASAH2B	-1.56237921535403	1
TIRAP	-1.56237921535403	1
AC093484.3	-1.56237921535403	1
TSPAN18	-1.56237921535403	1
ZNF852	-1.56237921535403	1
FSD1	-1.56237921535403	1
FOSL1	-1.55451709758106	0.100116945359946
DDX47	-1.55173197115452	0.537253941353125
AL157402.2	-1.54944015964653	0.002329681835635
BISPR	-1.54944015964653	1
SLC16A6	-1.54944015964653	1
ADAM19	-1.54327039240633	0.777532782830909
TRBV14	-1.53965913885395	1
CASTOR3	-1.53436483918443	0.88456877290403
Z93241.1	-1.53200556631051	0.782369715808647
IL18RAP	-1.53200556631051	0.941668980200713
EGLN3	-1.52585333932892	0.815933229154788
ARRB1	-1.52585333932892	1
HSCB	-1.52585333932892	1
XRCC4	-1.52585333932892	1
CD79A	-1.52585333932892	1
MMP2	-1.51657552574091	1
IGFBP5	-1.51412404674681	1
POLR3D	-1.5099117954599	1
SLC9A6	-1.5099117954599	1
TSPAN15	-1.5099117954599	1
MFAP4	-1.5099117954599	1
GNAQ	-1.50097867068989	0.195542689678277
EOGT	-1.50097867068989	0.628196588149721
DAXX	-1.49744048365371	0.000106622556111
HSPA1A	-1.49240630976048	3.48803549230911E-07
TRAV1-2	-1.48837863391025	0.230966033978977
SETD3	-1.46926981096255	0.028362728761308
KMT5A	-1.46926981096255	0.04780744730057
BORCS6	-1.46926981096255	0.219518750217807
TRABD2A	-1.46926981096255	0.578931276836886
GMNN	-1.46926981096255	0.591556506307932
GDF11	-1.46926981096255	0.802377866395541
THBS1	-1.46926981096255	0.989974361572442
RAB40C	-1.46926981096255	1
C22orf34	-1.46926981096255	1
MIR4422HG	-1.46926981096255	1
JAKMIP1	-1.46926981096255	1
LYSMD4	-1.46926981096255	1
HYI	-1.46926981096255	1
STX1A	-1.46926981096255	1
PHF7	-1.46926981096255	1
RAPGEF5	-1.46926981096255	1
ZFP1	-1.46926981096255	1
CEACAM21	-1.46926981096255	1
HIST1H4D	-1.46926981096255	1
ANO10	-1.46926981096255	1
COL5A1	-1.46926981096255	1
OSER1-DT	-1.46926981096255	1
AC020911.2	-1.46926981096255	1
FAM241B	-1.46926981096255	1
S100A14	-1.46926981096255	1
AC092053.3	-1.46926981096255	1
S1PR2	-1.46926981096255	1
CENPJ	-1.46926981096255	1
ANKRD33B	-1.46926981096255	1
GLB1L3	-1.46926981096255	1
NBPF10	-1.46926981096255	1
TTC30B	-1.46926981096255	1
BNC2	-1.46926981096255	1
ZNF440	-1.46926981096255	1
AL691432.2	-1.46926981096255	1
IRF6	-1.46926981096255	1
FAM110C	-1.46926981096255	1
ZNF619	-1.46926981096255	1
PTPRG	-1.46926981096255	1
ALG1L	-1.46926981096255	1
ANK2	-1.46926981096255	1
HIST1H2BB	-1.46926981096255	1
AL009179.1	-1.46926981096255	1
FAM220A	-1.46926981096255	1
CD274	-1.46926981096255	1
CDK20	-1.46926981096255	1
STX17-AS1	-1.46926981096255	1
DNMBP	-1.46926981096255	1
USP44	-1.46926981096255	1
IGF1	-1.46926981096255	1
AC087286.4	-1.46926981096255	1
ABCA3	-1.46926981096255	1
AC138969.1	-1.46926981096255	1
NLGN2	-1.46926981096255	1
PEX12	-1.46926981096255	1
NEFH	-1.46926981096255	1
USP27X	-1.46926981096255	1
AL136987.1	-1.46926981096255	1
SPATA24	-1.46926981096255	1
CCDC102B	-1.46926981096255	1
ENPP5	-1.46926981096255	1
NREP	-1.46926981096255	1
TRAV39	-1.46926981096255	1
ASPN	-1.46926981096255	1
ARHGEF10	-1.46926981096255	1
KRT8	-1.46926981096255	1
PROCR	-1.46926981096255	1
SH3RF1	-1.46926981096255	1
NOSTRIN	-1.46926981096255	1
DYSF	-1.46926981096255	1
COL21A1	-1.46926981096255	1
BAIAP2L1	-1.46926981096255	1
SLC18A2	-1.46926981096255	1
LINGO3	-1.46926981096255	1
ADCK1	-1.46926981096255	1
FRMD3	-1.46926981096255	1
SLC22A3	-1.46926981096255	1
NKILA	-1.46926981096255	1
ARHGAP6	-1.46926981096255	1
BACE1	-1.46926981096255	1
PLEKHF1	-1.45609442221481	0.030491381291015
TRBV20-1	-1.45073385952512	0.202251499556268
CD79B	-1.4469019979341	1
PXN	-1.44133293445943	0.00018302619643
AHDC1	-1.43684833327017	0.994893848470425
AC023157.3	-1.43684833327017	1
LILRB1	-1.43684833327017	1
KLHL26	-1.42744963526792	1
PRKAB1	-1.42744963526792	1
HSPA1B	-1.42326992676963	1.78944695421106E-08
TSPAN2	-1.42297615868861	0.803542015453071
COL1A2	-1.4203602104816	0.170940881641722
RP2	-1.4203602104816	0.516798692247242
ZNF486	-1.4203602104816	1
SNN	-1.4203602104816	1
IPO13	-1.4203602104816	1
SAMD1	-1.41583055200109	0.754115160014743
HCFC2	-1.41037612190898	0.999850117708913
DLG5	-1.41037612190898	1
AC145124.1	-1.41037612190898	1
CCDC61	-1.41037612190898	1
TRPC1	-1.41037612190898	1
GALNT4	-1.41037612190898	1
CD160	-1.41037612190898	1
PCSK1N	-1.40368146933497	1
NCR3	-1.39526922951877	0.022075839766722
SRXN1	-1.39526922951877	1
PJA1	-1.39526922951877	1
ZNF181	-1.39526922951877	1
ZNF367	-1.39526922951877	1
FAM131A	-1.39526922951877	1
GSN	-1.39126729896128	0.00157949288757
PCYOX1	-1.38834981557898	0.766297695465611
GAN	-1.38834981557898	1
KRT1	-1.38438091337604	1
AC021188.1	-1.38180696971221	1
KLRF1	-1.38180696971221	1
PDE4A	-1.38000247286546	0.362388335404773
PLAUR	-1.37763933549698	0.335384649760232
SPATA5	-1.37682356219796	0.294640490647735
MSH3	-1.36973413741163	0.673061165187516
VCAN	-1.36973413741163	1
TRIP10	-1.36973413741163	1
SWAP70	-1.36973413741163	1
MTMR9	-1.36973413741163	1
TGFBI	-1.36973413741163	1
TMEM39B	-1.36973413741163	1
TSGA10	-1.36973413741163	1
MTRES1	-1.36973413741163	1
AC074032.1	-1.36973413741163	1
AIFM2	-1.36973413741163	1
MARS2	-1.36973413741163	1
CENPO	-1.36973413741163	1
DPY19L3	-1.36973413741163	1
DRAXIN	-1.36973413741163	1
ZFP69	-1.36973413741163	1
MGST2	-1.36973413741163	1
FOXD1	-1.36973413741163	1
AL133330.1	-1.36973413741163	1
MISP3	-1.36973413741163	1
ZSCAN22	-1.36973413741163	1
ZNF341	-1.36973413741163	1
PDGFB	-1.36973413741163	1
HDX	-1.36973413741163	1
LINC00987	-1.36973413741163	1
ZNF354C	-1.36973413741163	1
VPS37C	-1.36973413741163	1
DDN-AS1	-1.36973413741163	1
ZNF382	-1.36973413741163	1
MAGEE1	-1.36973413741163	1
LYPD3	-1.36973413741163	1
CD34	-1.36973413741163	1
CGAS	-1.36415310514833	0.079424319537675
NLRP3	-1.36033543940939	1
SYNGAP1	-1.35679508170414	1
LUM	-1.35679508170414	1
NR1D1	-1.35679508170414	1
TNF	-1.35620714647591	3.47703252910768E-06
NDRG2	-1.35379259354261	1
TRIM47	-1.34897557724484	1
PTCH1	-1.34897557724484	1
SCD5	-1.34897557724484	1
ZNF143	-1.3452810936871	0.436301917715713
NCALD	-1.33998679401758	0.609918788857891
TRBV10-3	-1.33998679401758	0.869044045658986
CD302	-1.33998679401758	1
ZNF532	-1.33998679401758	1
TYROBP	-1.33282153171234	2.71739279774529E-05
MKNK1	-1.32954504729594	0.578931276836886
GNPNAT1	-1.3172667175175	1
NAA80	-1.3172667175175	1
TMEM273	-1.3172667175175	1
CEPT1	-1.3172667175175	1
DUSP7	-1.3172667175175	1
RFXAP	-1.3172667175175	1
FGD6	-1.3172667175175	1
ABHD8	-1.3172667175175	1
WDR27	-1.3172667175175	1
ZBED5-AS1	-1.3172667175175	1
HIST1H2AI	-1.3172667175175	1
ERLIN1	-1.3172667175175	1
RIMKLB	-1.3172667175175	1
PLEKHG3	-1.3172667175175	1
