	log2FoldChange	fdr
ACVR2B	-2.61224336528735	0.28117743514146
MAGIX	-2.61224336528735	0.984967001417594
AC034102.6	-2.61224336528735	0.984967001417594
ZNF516	-2.61224336528735	0.984967001417594
AL158163.1	-2.61224336528735	0.984967001417594
AL135999.1	-2.61224336528735	0.984967001417594
AC109460.4	-2.61224336528735	0.984967001417594
AC010247.1	-2.61224336528735	0.984967001417594
AC106707.1	-2.61224336528735	0.984967001417594
HAR1A	-2.61224336528735	0.984967001417594
PTGR2	-2.61224336528735	0.984967001417594
ZNF630	-2.61224336528735	0.984967001417594
ZNF799	-2.61224336528735	0.984967001417594
AC145285.6	-2.61224336528735	0.984967001417594
HIPK1-AS1	-2.61224336528735	0.984967001417594
MMP7	-2.61224336528735	1
DMXL2	-2.61224336528735	1
KIF5A	-2.61224336528735	1
CLU	-2.60918356553829	0
HSPA1A	-2.60859148445456	0
TRAV23DV6	-2.59713647289714	0.102557358358793
MMP25	-2.57747794712667	7.60E-07
COL14A1	-2.56643967567422	0.360580918619788
AKR1C1	-2.55084282062321	0.350080831967636
CYBRD1	-2.51913396089586	0.101572863274572
LINC00641	-2.51913396089586	0.3614497547666
HIST1H4A	-2.51913396089586	0.590507063054272
PROK2	-2.51913396089586	0.729145488444512
EN1	-2.51913396089586	1
BFSP2	-2.51913396089586	1
ADAM22	-2.51913396089586	1
FSTL4	-2.51913396089586	1
AC234582.1	-2.51913396089586	1
MAP3K21	-2.48671248320349	0.388858600775907
RARG	-2.47353709445575	3.10E-10
TRPC1	-2.47022436041491	0.47790259893454
AF117829.1	-2.47022436041491	0.47790259893454
FGF9	-2.47022436041491	0.599074375316437
LONRF2	-2.45354561926829	0.188507414655037
HIST1H1A	-2.44006238990467	0.02172484045317
TRGV2	-2.41959828734495	0.007918144322193
HIST1H3H	-2.41959828734495	0.016001814239284
CYP4F22	-2.41959828734495	0.478100559037637
ARHGEF4	-2.41959828734495	0.478100559037637
NBPF3	-2.41959828734495	0.478100559037637
CCDC152	-2.41959828734495	0.605043527646384
PLXDC2	-2.41959828734495	1
GARNL3	-2.41959828734495	1
AL596325.1	-2.41959828734495	1
ZNF385A	-2.41959828734495	1
FBXL19	-2.41959828734495	1
C1orf61	-2.41959828734495	1
DAGLA	-2.41959828734495	1
LRFN1	-2.41959828734495	1
CCDC120	-2.41959828734495	1
AC022210.2	-2.41959828734495	1
AC093510.1	-2.41959828734495	1
AL450326.1	-2.41959828734495	1
CCNF	-2.41959828734495	1
SYDE2	-2.41959828734495	1
AC073046.1	-2.41959828734495	1
AL512625.1	-2.41959828734495	1
RBM26-AS1	-2.41959828734495	1
RGL1	-2.41959828734495	1
AC114760.2	-2.41959828734495	1
F13A1	-2.41959828734495	1
PPP1R1B	-2.41959828734495	1
DNAH6	-2.41959828734495	1
WFDC3	-2.41959828734495	1
SOSTDC1	-2.41959828734495	1
RHOJ	-2.41959828734495	1
DCN	-2.38753707811265	2.11E-14
LINC00632	-2.38483286918427	0.190613613371413
AC127521.1	-2.36713086745081	0.609700297307083
MGLL	-2.34920895945355	0.005060671399972
VWA7	-2.34920895945355	0.190765720958642
HSPA1B	-2.31551134357926	0
NBPF9	-2.31268308342844	0.000634802713906
IGFBP6	-2.31268308342844	0.000767799247349
RRAD	-2.31268308342844	0.034102358247379
PRRX1	-2.31268308342844	0.254435646319873
FN3K	-2.31268308342844	0.610787162978117
NRG2	-2.31268308342844	0.771627921973624
ELN	-2.31268308342844	0.922356598423255
MIR646HG	-2.31268308342844	1
ABCC9	-2.31268308342844	1
AC006213.2	-2.31268308342844	1
HIST1H2AB	-2.31268308342844	1
ARHGEF35	-2.31268308342844	1
SPEG	-2.31268308342844	1
AQP5	-2.29031527039999	0.974649226538843
TRAV26-2	-2.28209476359501	0.2891865995352
CKB	-2.28062187419614	0.003245775469893
FSTL1	-2.27520837800977	0.068236893716342
PNPLA7	-2.27520837800977	0.25464903234278
AC023157.3	-2.27520837800977	0.33695068588785
FGF7	-2.27520837800977	0.33695068588785
PTGDR2	-2.27520837800977	0.43032866248564
FBN1	-2.27520837800977	0.527229921849746
F11R	-2.25609955506207	1.06E-05
ATL1	-2.25609955506207	0.777718574851132
LUM	-2.24783193907847	0.006250527557384
FFAR3	-2.24451158078686	0.080138884653207
ZDHHC11B	-2.23673423019514	0.339054197000681
TRAV30	-2.23673423019514	0.879517310471068
PHLDB1	-2.22105260796287	0.060630046806398
ANK1	-2.1972058660085	0.107731292801269
PLPP3	-2.1972058660085	0.542360041559455
TNXB	-2.1972058660085	0.603826429019508
RBFOX2	-2.1972058660085	0.779324339822022
IDI2-AS1	-2.1972058660085	0.779324339822022
TNFSF11	-2.1972058660085	1
CLIP3	-2.1972058660085	1
GOLM1	-2.1972058660085	1
AC073389.1	-2.1972058660085	1
ANKRD44-IT1	-2.1972058660085	1
AC009690.2	-2.1972058660085	1
DOCK5	-2.1972058660085	1
ESPN	-2.1972058660085	1
FRG1-DT	-2.1972058660085	1
KIAA0895	-2.1972058660085	1
AP000879.1	-2.1972058660085	1
LRRC37A	-2.1972058660085	1
AC099778.1	-2.1972058660085	1
AC027682.4	-2.1972058660085	1
ST6GALNAC1	-2.1972058660085	1
AL118558.3	-2.1972058660085	1
SLC4A8	-2.1972058660085	1
MDC1-AS1	-2.1972058660085	1
TRAV18	-2.1972058660085	1
PPL	-2.1972058660085	1
RABGAP1L-DT	-2.1972058660085	1
NBEA	-2.1972058660085	1
ERBB2	-2.1972058660085	1
Z82215.1	-2.1972058660085	1
AC106739.1	-2.1972058660085	1
HCRT	-2.1972058660085	1
DCHS1	-2.1972058660085	1
HIST1H2BB	-2.1972058660085	1
SSPN	-2.1972058660085	1
CADM4	-2.1972058660085	1
NEK11	-2.1972058660085	1
MRGPRF	-2.1972058660085	1
C10orf91	-2.1972058660085	1
NTNG2	-2.1972058660085	1
ZNF501	-2.1972058660085	1
WNT2B	-2.1972058660085	1
EGFR	-2.1972058660085	1
AC242426.2	-2.1972058660085	1
AC100861.1	-2.1972058660085	1
CD36	-2.15656388151115	0.880880474232326
AC111182.1	-2.14829626552756	0.061246738681235
ITSN1	-2.14829626552756	0.450214014322445
MGP	-2.14275808198612	5.76E-10
RARRES2	-2.13580532134436	0.954707324651916
ASAH2B	-2.13580532134436	0.954707324651916
STEAP4	-2.13580532134436	1
LGALS7	-2.13161752438092	0.039541108479244
CCR10	-2.12320528456473	0.003271002408217
SLC18A2	-2.11474370581653	0.683415909217127
NTRK2	-2.10528337656746	8.26E-05
SLIT3	-2.10409646161702	0.228715784639206
CNTNAP1	-2.10409646161702	0.228715784639206
LRP1	-2.10409646161702	0.297783879116298
FBLN1	-2.09337005502397	0.03888738384484
LINC00957	-2.07167498392464	0.557187603874957
C8orf88	-2.07167498392464	0.557187603874957
AC009126.1	-2.07167498392464	0.694969331148364
CDH24	-2.07167498392464	0.956691800196502
TMEM265	-2.07167498392464	0.956691800196502
RASA4B	-2.07167498392464	0.956691800196502
BX284668.6	-2.07167498392464	0.956691800196502
PAWR	-2.07167498392464	0.956691800196502
DIXDC1	-2.07167498392464	0.956691800196502
CCDC168	-2.07167498392464	1
AC007566.1	-2.07167498392464	1
BICC1	-2.07167498392464	1
MIR205HG	-2.07167498392464	1
CFAP45	-2.07167498392464	1
IRS1	-2.07167498392464	1
SLC7A2	-2.07167498392464	1
TRAV19	-2.06596133273025	0.064951537030424
LONRF3	-2.05970234225856	0.084036617172481
SCX	-2.05702820796024	0.229012289197618
PAXIP1	-2.04520277256345	0.114331618222928
FOXJ1	-2.04108666409122	0.038115682658477
CCDC173	-2.02728086456619	0.701595970728781
TRBV7-6	-2.02163430142505	0.129950186767172
SH2B3	-2.01823572496318	2.74E-05
ZNF260	-2.01217397217598	0.006441387506912
AC087239.1	-2.0045607880661	0.072502510810023
MAGI3	-2.0045607880661	0.072502510810023
PRRG2	-2.0045607880661	1
RFESD	-2.0045607880661	1
KCNC4	-2.0045607880661	1
SAA2	-2.0045607880661	1
EGR3	-1.99471300210976	0.076883267550593
CD302	-1.99075498854108	0.749604040676265
AURKA	-1.98147717495307	0.034386295832275
AMMECR1L	-1.98147717495307	0.072502510810023
COMP	-1.98147717495307	0.706823240344356
NUGGC	-1.98147717495307	0.706823240344356
EPB41L5	-1.96979536990543	0.389865345037664
AL451165.2	-1.96274061237148	0.201122299527252
ZNF445	-1.95463556273443	0.045369800819596
SRF	-1.94817831816859	1.81E-06
TRBV9	-1.94768626664919	0.001992320023183
LINC02762	-1.93417146017471	0.005067341865601
ARHGEF10	-1.93417146017471	0.09828076816965
NGFR	-1.93417146017471	0.493825869973622
AC004865.2	-1.93417146017471	0.708963165474437
AL121839.2	-1.93417146017471	0.708963165474437
CLDN7	-1.93417146017471	0.976718408819495
ACKR3	-1.93417146017471	1
AC027020.2	-1.93417146017471	1
LINC02595	-1.93417146017471	1
SLC9A3	-1.93417146017471	1
AC007637.1	-1.93417146017471	1
TEPP	-1.93417146017471	1
TIGD7	-1.93417146017471	1
AKAP12	-1.93417146017471	1
SLC9B1	-1.93417146017471	1
AL590064.1	-1.93417146017471	1
EBF1	-1.93417146017471	1
AC092803.1	-1.93417146017471	1
UFSP1	-1.93417146017471	1
SNAI3-AS1	-1.93417146017471	1
ZEB1-AS1	-1.93417146017471	1
OGN	-1.93417146017471	1
AC105285.1	-1.93417146017471	1
AC107959.1	-1.93417146017471	1
AC142472.1	-1.93417146017471	1
SENP8	-1.93417146017471	1
LMCD1-AS1	-1.93417146017471	1
EMILIN1	-1.93417146017471	1
AC011379.2	-1.93417146017471	1
AC007448.4	-1.93417146017471	1
AC009041.1	-1.93417146017471	1
POGLUT2	-1.93417146017471	1
AC010442.1	-1.93417146017471	1
S100Z	-1.93417146017471	1
SCARA3	-1.93417146017471	1
AC007952.4	-1.93417146017471	1
SLC17A9	-1.93417146017471	1
ZNF619	-1.93417146017471	1
ZNF658	-1.93417146017471	1
AC010883.2	-1.93417146017471	1
AC017002.1	-1.93417146017471	1
CYB5R2	-1.93417146017471	1
CLEC12A	-1.93417146017471	1
AC240274.1	-1.93417146017471	1
ADAM33	-1.93417146017471	1
CRIPAK	-1.93417146017471	1
AP002026.1	-1.93417146017471	1
LINC00624	-1.93417146017471	1
PPIC	-1.93417146017471	1
AC068831.4	-1.93417146017471	1
SLC22A17	-1.93417146017471	1
ULBP3	-1.93417146017471	1
AC095057.3	-1.93417146017471	1
SLC11A1	-1.93417146017471	1
FAM215A	-1.93417146017471	1
KLHDC8B	-1.93417146017471	1
CRACR2B	-1.93417146017471	1
TMEM45B	-1.93417146017471	1
GOLGA6L4	-1.93417146017471	1
TSHZ3	-1.93417146017471	1
THNSL1	-1.93417146017471	1
FAM110C	-1.93417146017471	1
AMN	-1.93417146017471	1
AL162231.1	-1.93417146017471	1
GATM	-1.93417146017471	1
LRRC56	-1.93417146017471	1
TMEM47	-1.93417146017471	1
RERG	-1.93417146017471	1
MIR193BHG	-1.93417146017471	1
NBPF10	-1.90502511451519	0.259712635664891
CD200R1	-1.90400948966446	0.000302097876596
CXCL12	-1.89235128448008	0.10691933051615
DSP	-1.88526185969376	0.020532506960257
KRT19	-1.88526185969376	1
AMPD2	-1.87612417480684	1.42E-09
PRICKLE3	-1.87527777112114	0.259812498847917
MAGEE1	-1.87527777112114	0.722643157658852
DVL1	-1.87097763368752	0.082570305920728
PLEKHA8	-1.86017087873093	0.498048451098171
CXorf65	-1.86017087873093	1
BOLA3-AS1	-1.86017087873093	1
HLA-DQA2	-1.86017087873093	1
LAMA2	-1.86017087873093	1
HIST1H4B	-1.86017087873093	1
DAPL1	-1.86017087873093	1
PTGIS	-1.86017087873093	1
LPAR6	-1.84813162910802	0
HIST1H3A	-1.84490412207762	0.018896594493336
ZNF461	-1.84490412207762	0.423037357712879
FSCN1	-1.84419009333704	5.65E-05
GALNT12	-1.83463578662379	0.004865579442222
ZNF668	-1.83463578662379	0.031477876028968
MBLAC2	-1.83463578662379	0.383434698562527
HOMER2	-1.83463578662379	0.879517310471068
FAM222A	-1.83463578662379	1
RORC	-1.83244157321088	4.51E-06
AC008124.1	-1.82947408150801	0.019042265244645
JDP2	-1.8216967309163	0.614394481015103
MAST2	-1.8216967309163	0.614394481015103
ECRG4	-1.8216967309163	0.742683637851173
EDA	-1.81387722645699	0.060149369805431
AC090825.1	-1.80488844322974	0.533045092459229
BCAR3	-1.80488844322974	0.69571332502652
TRGV10	-1.79759840729927	0.008141018154582
TRAV17	-1.79711870819563	0.000846397316907
PI16	-1.79281561092917	1.81E-05
C1orf162	-1.79040765263557	4.28E-12
ASPH	-1.78649429213245	0.000216346803397
TMEM229B	-1.78216836672966	0.221972561443761
AC011462.5	-1.78216836672966	0.616177501574096
ZNF182	-1.78216836672966	0.751312483271506
BHLHE40-AS1	-1.78216836672966	1
ZNF208	-1.78216836672966	1
CERCAM	-1.78216836672966	1
DHCR24	-1.78216836672966	1
IRGM	-1.78216836672966	1
DAB2	-1.78216836672966	1
HIST1H2BE	-1.78216836672966	1
GPC1	-1.78216836672966	1
CNFN	-1.78216836672966	1
SNORC	-1.78216836672966	1
DYNC1I1	-1.78216836672966	1
AC005498.3	-1.78216836672966	1
MET	-1.78216836672966	1
LINC01353	-1.78216836672966	1
ANKDD1A	-1.78216836672966	1
GJC1	-1.78216836672966	1
VIPR2	-1.78216836672966	1
COL16A1	-1.78216836672966	1
IL10RB-DT	-1.78216836672966	1
ANXA3	-1.78216836672966	1
SERPINA3	-1.78216836672966	1
CARMN	-1.78216836672966	1
ITGA7	-1.78216836672966	1
MIR22HG	-1.76874785096734	1.35E-10
TEF	-1.7642464587324	0.37305758176146
CALY	-1.76199048479203	0.091356585832075
ZBTB45	-1.75520131912939	0.285259325811762
MIR222HG	-1.75272458883718	0.057001299275499
RALGPS1	-1.74974688903728	0.432092617606273
ZFP28	-1.74974688903728	0.533919607921363
TRAV41	-1.74974688903728	1
JPT2	-1.73935528319069	0.031141396743427
RAB27B	-1.73777424737121	0.249800342570504
SOS1	-1.73135457717502	4.35E-07
PLAC9	-1.72772058270728	0.17699692949403
FKRP	-1.72772058270728	1
TMSB15B	-1.72772058270728	1
AL645941.3	-1.72772058270728	1
CSPP1	-1.72375168050434	0.007383850372884
NLRP3	-1.70535276967883	0.007271537578831
CEACAM21	-1.69970620653768	0.364069698585085
NOTCH3	-1.69970620653768	0.418863232923965
IGSF9B	-1.69970620653768	1
WFS1	-1.69970620653768	1
TNFRSF12A	-1.6867903186524	0.003478520673423
CIART	-1.67113705434091	1
AL121935.1	-1.67113705434091	1
SLC14A1	-1.67113705434091	1
EGOT	-1.67113705434091	1
VCL	-1.6643318764358	0.003537388914608
CRIM1	-1.66286943835732	0.000135314046763
ZNF510	-1.6566374846458	0.910572792409345
TSPAN2	-1.65037849417412	0.022618480653967
AL021155.5	-1.64786727501807	0.780485726505988
RGL2	-1.64466484297972	0.037200041443881
NDUFA6-DT	-1.6419907086814	0.550334711709505
TRAV12-2	-1.6381452287301	0.020314206225247
TTC9	-1.62506740564493	0.005060671399972
PRR5L	-1.61224336528735	0.274636497233015
RELA-DT	-1.61224336528735	0.361487901407383
PLD2	-1.61224336528735	0.657923874702215
ZNF684	-1.61224336528735	0.657923874702215
NEIL1	-1.61224336528735	0.790009220075819
SH3BP5-AS1	-1.61224336528735	0.790009220075819
TNK1	-1.61224336528735	0.912767297432954
ZNF709	-1.61224336528735	0.912767297432954
LINC01215	-1.61224336528735	1
PTCH1	-1.61224336528735	1
DOK4	-1.61224336528735	1
PEX12	-1.61224336528735	1
DLG4	-1.61224336528735	1
STON1	-1.61224336528735	1
AP002505.3	-1.61224336528735	1
CCDC51	-1.61224336528735	1
AC021092.1	-1.61224336528735	1
AC008115.3	-1.61224336528735	1
LINC02352	-1.61224336528735	1
SND1-IT1	-1.61224336528735	1
ZNF561-AS1	-1.61224336528735	1
C5orf34	-1.61224336528735	1
ZDHHC11	-1.61224336528735	1
ZNF792	-1.61224336528735	1
STAC2	-1.61224336528735	1
XG	-1.61224336528735	1
AL096678.1	-1.61224336528735	1
AF165147.1	-1.61224336528735	1
AC084724.1	-1.61224336528735	1
MATR3	-1.61224336528735	1
PHETA1	-1.61224336528735	1
KCP	-1.61224336528735	1
B3GNT4	-1.61224336528735	1
PRSS12	-1.61224336528735	1
AL157938.2	-1.61224336528735	1
PLCD3	-1.61224336528735	1
AC008914.1	-1.61224336528735	1
AL096794.1	-1.61224336528735	1
GJB2	-1.61224336528735	1
ITGA11	-1.61224336528735	1
HSD11B1	-1.61224336528735	1
AL355304.1	-1.61224336528735	1
AC009133.3	-1.61224336528735	1
AC009228.1	-1.61224336528735	1
AC012507.1	-1.61224336528735	1
TSPAN10	-1.61224336528735	1
PLCE1	-1.61224336528735	1
MEX3B	-1.61224336528735	1
MASP1	-1.61224336528735	1
GCC2-AS1	-1.61224336528735	1
ROM1	-1.61224336528735	1
THAP9	-1.61224336528735	1
TTC8	-1.61224336528735	1
DNMBP	-1.61224336528735	1
SDC1	-1.61224336528735	1
CTSG	-1.61224336528735	1
SLC25A35	-1.61224336528735	1
CBWD6	-1.61224336528735	1
OSCP1	-1.61224336528735	1
THRB	-1.61224336528735	1
C1QTNF3	-1.61224336528735	1
GDPD3	-1.61224336528735	1
AC025181.2	-1.61224336528735	1
AC027682.2	-1.61224336528735	1
DNAJC28	-1.61224336528735	1
AL353135.2	-1.61224336528735	1
ZNF213	-1.61224336528735	1
COL17A1	-1.61224336528735	1
LINC01315	-1.61224336528735	1
ZNF57	-1.61224336528735	1
HIST2H4B	-1.61224336528735	1
PPFIBP2	-1.61224336528735	1
CCDC183	-1.61224336528735	1
AL031728.1	-1.61224336528735	1
RBM15-AS1	-1.61224336528735	1
SOBP	-1.61224336528735	1
RHCE	-1.61224336528735	1
AF129075.2	-1.61224336528735	1
SMIM10	-1.61224336528735	1
MIR600HG	-1.61224336528735	1
TLDC2	-1.61224336528735	1
AC011450.1	-1.61224336528735	1
MMP15	-1.61224336528735	1
C19orf73	-1.61224336528735	1
AC074032.1	-1.61224336528735	1
NPIPA5	-1.61224336528735	1
STS	-1.61224336528735	1
AL645933.2	-1.61224336528735	1
PDE2A	-1.61224336528735	1
CAMTA1-DT	-1.61224336528735	1
RAI2	-1.61224336528735	1
AC006333.2	-1.61224336528735	1
ADGRB1	-1.61224336528735	1
GAB1	-1.61224336528735	1
BMP4	-1.61224336528735	1
AC012020.1	-1.61224336528735	1
AL139234.1	-1.61224336528735	1
ZBTB3	-1.61224336528735	1
PLEK2	-1.61224336528735	1
LINC02211	-1.61224336528735	1
PDE1A	-1.61224336528735	1
AC026471.3	-1.61224336528735	1
CEACAM1	-1.61224336528735	1
HOXB3	-1.61224336528735	1
AC009133.4	-1.61224336528735	1
CCDC96	-1.61224336528735	1
AL512625.3	-1.61224336528735	1
LINC02014	-1.61224336528735	1
RPS6KL1	-1.61224336528735	1
LAMB3	-1.61224336528735	1
BTLA	-1.61224336528734	0.178242203419987
HIF1A-AS3	-1.61224336528734	0.379275723999461
UAP1L1	-1.61224336528734	0.460745672346485
POMC	-1.61224336528734	0.554548265288006
PRICKLE4	-1.61224336528734	1
ZNF710	-1.61224336528734	1
AC004817.3	-1.61224336528734	1
NUP62CL	-1.61224336528734	1
C6orf99	-1.61224336528734	1
TAPT1-AS1	-1.61224336528734	1
GFPT2	-1.61224336528734	1
AXIN2	-1.60159612108784	0.006435540282542
RCBTB2	-1.60143661033076	1.80E-05
PRR7	-1.60092805205951	2.73E-06
IL23R	-1.60017053298677	4.35E-05
CACNB1	-1.59647604942903	0.036756284105783
KLF5	-1.59206548334972	0.003617355330254
NR1D1	-1.58878439246336	2.31E-05
TMEM102	-1.58799581904067	0.014534955074396
NTSR1	-1.57571748926223	0.921803881977809
AP005019.1	-1.57160138079	0.206719276390229
TRAV16	-1.57160138079	0.220601540283094
C15orf39	-1.57160138079	0.254383587421634
SCART1	-1.56643967567422	5.48E-06
C1R	-1.56643967567422	1
ERF	-1.5641490770863	1.07E-11
AC114271.1	-1.55977594539321	0.474662481559334
ZNF703	-1.55977594539321	0.474662481559334
RHOU	-1.55977594539321	0.986679297342627
AL121603.2	-1.55710181109489	0.131915089030308
PXDC1	-1.55710181109489	0.247109447043272
CHKA	-1.5508428206232	0.207808579123398
C1S	-1.5508428206232	0.676243530298125
ZNF470	-1.5508428206232	1
DDX43	-1.5508428206232	1
ANKRD9	-1.54635542963089	0.032258821690103
TNF	-1.54581600354837	8.02E-14
FOXJ2	-1.54512916942881	0.006452779048981
AC005070.3	-1.54512916942881	0.518239980752107
NUPR1	-1.53824278384357	0.931287145750574
SGO2	-1.53824278384357	0.931287145750574
C14orf93	-1.53824278384357	0.931287145750574
ZNF607	-1.53824278384357	1
TESK1	-1.53456400146547	3.43E-05
MBTD1	-1.53280889779294	0.476361656176208
AC090587.2	-1.53280889779294	0.476361656176208
ARHGAP10	-1.52785117799697	0.002942299434087
LINC00892	-1.52712675164939	0.000756167944732
CD40LG	-1.52605811905266	0
HIST1H2AI	-1.51913396089586	0.210516714360244
CCDC171	-1.51913396089586	1
SUSD1	-1.51913396089586	1
MARS2	-1.51913396089586	1
GRK4	-1.51913396089586	1
ABLIM2	-1.51913396089586	1
PPIL6	-1.51913396089586	1
CSTA	-1.51913396089586	1
MAP7	-1.51913396089586	1
EGR2	-1.51666570530512	0.04686790692771
ZXDB	-1.51171648933338	0.085910691502959
CALML5	-1.51036375126813	1
DDX31	-1.50532816137083	0.476949110800023
AC006504.5	-1.50532816137083	0.567166018784846
FBXO48	-1.50532816137083	0.974649226538843
GBE1	-1.49976863602893	0.064240579883916
AC009961.1	-1.49976863602893	0.9381145781813
GPR15	-1.49791068980835	6.14E-07
USP46	-1.49676614786741	0.156218038043693
AGAP1	-1.49488641464919	0.394467333443822
PLAUR	-1.49309609999434	0.004090891029424
ZNF836	-1.49266174953467	0.136911485346362
RFX2	-1.49056480869909	0.025365294281798
KIAA1586	-1.48671248320349	0.259812498847917
NEFM	-1.48671248320349	1
ZNF554	-1.48671248320349	1
ZNF671	-1.48671248320349	1
SFR1	-1.48671248320349	1
CFP	-1.48671248320349	1
VAV2	-1.48671248320349	1
LRTOMT	-1.48671248320349	1
AL365295.1	-1.48671248320349	1
TOMM40L	-1.48671248320349	1
VPS37C	-1.48671248320349	1
LRRCC1	-1.48671248320349	1
ADM	-1.48671248320349	1
KLF11	-1.48325692456727	0.006938620985493
SPINT1	-1.48013982928	0.212808932705527
MIR181A1HG	-1.48013982928	0.434946678604581
IL17RE	-1.47794227357576	0.003245775469893
ANKRD28	-1.47723226088619	0
WEE1	-1.47574136538248	0.051812435010969
KRT18	-1.47473984153741	0.938518599775261
ZNF365	-1.47353709445576	0.08207136589203
CEP70	-1.47022436041492	1
PSMD6-AS2	-1.47022436041492	1
CLOCK	-1.46024027184229	0.020532506960257
CKAP4	-1.46024027184229	0.173044663866392
MPZL2	-1.46024027184229	0.938518599775261
ASNS	-1.46024027184229	0.938518599775261
MID2	-1.46024027184229	0.938518599775261
PCBD2	-1.46024027184229	1
CEP57L1	-1.46024027184229	1
TRIM32	-1.46024027184229	1
CDK5R1	-1.46024027184229	1
SLC24A1	-1.45354561926829	0.813929479622608
HLF	-1.45312085994212	6.07E-06
LINC01678	-1.44874463300446	0.691742564679564
XCL1	-1.44513337945209	0.675050103278499
AL157402.2	-1.4436437613116	3.56E-06
ABCB10	-1.4382139655123	0.216276830592807
CFL2	-1.43040504230153	0.00812968676732
SNX13	-1.42853141211496	0.005340685610129
PLEKHF1	-1.42750348543029	0.000782239524399
ZNF518B	-1.41959828734495	0.217323812689605
FBLN2	-1.41959828734495	0.609456580489987
CHN2	-1.41959828734495	0.69571332502652
LMO7	-1.41959828734495	0.808530131346927
PROSER2	-1.41959828734495	0.959848815598234
ZFYVE9	-1.41959828734495	1
HIST1H4D	-1.41959828734495	1
MAPK7	-1.41959828734495	1
OSBPL5	-1.41959828734495	1
AC105020.6	-1.41959828734495	1
TCEA3	-1.41959828734495	1
EFNA3	-1.41959828734495	1
EPM2A	-1.41959828734495	1
NFIX	-1.41959828734495	1
EFHC1	-1.41959828734495	1
MAP3K9	-1.41959828734495	1
AC015971.1	-1.41959828734495	1
ZNF367	-1.41959828734495	1
AL136454.1	-1.41959828734495	1
TLE2	-1.41959828734495	1
EPOP	-1.41959828734495	1
ZNF467	-1.41959828734495	1
SAMD4A	-1.41959828734495	1
AL359232.1	-1.41959828734495	1
LRP11	-1.41959828734495	1
ZNF724	-1.41959828734495	1
TPSB2	-1.41959828734495	1
ITIH5	-1.41959828734495	1
KRTCAP3	-1.41959828734495	1
