	log2FoldChange	fdr
S100A16	-3.95311361236916	1.85E-10
VSNL1	-3.94877467664483	3.06E-14
MCRIP2	-3.93128724991599	0.219625104107377
LYPD3	-3.92625166001869	0
AZGP1	-3.91001863316233	1.83E-06
TPD52L1	-3.90285884158947	5.77E-08
RAPH1	-3.89566334018526	0.338068500679486
PRELID3B	-3.87751599347501	0.005568723729451
TTYH1	-3.87141579393859	0.00152867367507
BAIAP2	-3.87141579393859	0.000366746275749
LY6G6C	-3.86835599418953	4.32E-05
SF3B3	-3.85913746416015	0.308297414233083
OSBPL1A	-3.85913746416015	0.349850203774691
ZNF750	-3.85913746416015	0.349850203774691
MIA	-3.84519827320228	3.00E-09
EML2	-3.83112308799055	2.56E-05
CWH43	-3.82166275874149	0.016368631233386
HIST3H2A	-3.82166275874149	0.314554118406891
TMEM8A	-3.82166275874149	0.314554118406891
DHRS7B	-3.82166275874149	0.314554118406891
NXN	-3.80895170699193	0.000116999297449
VPS25	-3.80255393579378	0.012955945631065
RAB25	-3.79290376576006	1.40E-09
SCEL	-3.78874813626875	2.92E-08
SPINT1	-3.78318861092685	1.69E-11
DSC2	-3.78318861092685	1.21E-07
BLCAP	-3.78318861092685	0.001368879470071
EPS8L2	-3.78318861092685	0.002742261753676
MICU2	-3.78318861092685	0.319884891630406
FNBP1L	-3.78318861092685	0.409210214890685
TACSTD2	-3.76919533884735	0
ELOVL1	-3.74366024674021	0.016370475292332
ARHGEF16	-3.74366024674021	0.380906105401329
NDRG2	-3.7356229276748	3.94E-11
ZNF385A	-3.73360658207629	7.48E-06
UPK1B	-3.73360658207629	0.001448467428799
CXADR	-3.72348236480258	0.026845040345464
PCCA	-3.72348236480258	0.054185055649281
PLPP2	-3.70301826224287	0.002439036339557
BARX2	-3.70301826224287	0.003786780689791
UBE2Z	-3.70301826224287	0.020970294160593
EIF2B5	-3.70301826224287	0.388426153372497
TBC1D17	-3.70301826224287	0.430830509314477
GSS	-3.70301826224287	0.430830509314477
SCGB1B2P	-3.70301826224287	0.980890319531459
EPS8L1	-3.69267631802141	0.000195775184474
MPZL2	-3.68921246271784	0.003839977423568
CD24	-3.68921246271784	0
SPTBN2	-3.68225970207607	0.043151038738424
KLK10	-3.66119808654824	2.68E-05
PFN2	-3.66119808654824	0.020970294160593
CLDN8	-3.66119808654824	0.034619038817624
GET3	-3.66119808654824	0.043151038738424
IL1R1	-3.66119808654824	0.043151038738424
PLCD1	-3.66119808654824	0.443254728435629
PIGP	-3.66119808654824	0.443254728435629
LGALSL	-3.66119808654824	0.541438436992949
PANK3	-3.63982443575567	0.043151038738424
PCDH1	-3.63982443575567	0.043151038738424
MRPS12	-3.63982443575567	0.054987167055094
EML3	-3.61812936465636	0.043151038738424
GOT2	-3.61812936465636	0.043151038738424
EHF	-3.61812936465636	0.055058430430381
PLBD1	-3.61812936465636	0.086651651591282
PPA2	-3.59610305832636	0.000714045314316
TMUB1	-3.59610305832636	0.026845040345464
ATP13A5	-3.59610305832636	0.086910364292172
ANXA3	-3.58719750510446	1.31E-09
AP1M2	-3.5737352452979	0.001188479398461
SNX21	-3.5737352452979	0.514988920414701
RDH13	-3.5737352452979	0.630292018628348
IGFBP5	-3.56808868215676	3.53E-06
SLPI	-3.55428288263173	7.47E-07
CNN3	-3.55277562666226	7.84E-13
ETFRF1	-3.55101516879782	0.055232917087765
TMEM54	-3.54336159625438	0.010884451992865
CLIC3	-3.54240203849311	8.52E-14
MAL	-3.52793155568478	1.53E-05
COQ9	-3.52793155568478	0.003609731348659
HLA-DQB1	-3.52793155568478	0.087599448388251
ZNF106	-3.52793155568478	0.108175764990552
SH3D21	-3.52793155568478	0.165368099414522
ZBTB43	-3.52793155568478	0.649797354160306
MLST8	-3.52793155568478	0.649797354160306
GPRC5A	-3.51624975063714	0.000817531727468
C5orf46	-3.51233470063376	0.006742298415602
NNMT	-3.50447258286079	1.08E-05
DHCR24	-3.50447258286079	0.000479739192235
UBAC1	-3.50447258286079	0.087659683272251
TFCP2L1	-3.49656738477544	0.011430742817894
PTGES2	-3.49656738477544	0.011430742817894
SDC4	-3.4925984825725	3.56E-07
MYH14	-3.48062584090642	0.011622489780962
JAG1	-3.48062584090642	0.006638652956209
TRAP1	-3.48062584090642	0.087709753143914
RNF24	-3.48062584090642	0.166214225902905
ELP5	-3.48062584090642	0.671277353851918
MUCL1	-3.4792511909302	5.97E-11
FXYD3	-3.4722380554137	0
NANS	-3.4709756708727	5.62E-05
EPDR1	-3.45637829465974	0.134832383668033
DSP	-3.45093415596962	0
IDH2	-3.43880566521179	2.18E-06
KRT6A	-3.43647151130018	0
DSC3	-3.43171624042547	0.103074750118387
RING1	-3.43171624042547	0.678959115567329
TOM1L1	-3.43171624042547	0.678959115567329
ATP2B4	-3.43171624042547	0.734637721604623
BCAS4	-3.43171624042547	0.734637721604623
DUSP8	-3.43171624042547	0.734637721604623
LY6D	-3.41023651301502	0.001259020192568
MFSD4A	-3.40662525946264	0.069937148549724
C19orf33	-3.3835416463496	6.00E-14
TNFAIP2	-3.38109016735551	0.109093935914398
C1orf116	-3.38109016735551	0.167260025090737
VKORC1L1	-3.38109016735551	0.765347766579693
COBL	-3.38109016735551	0.804349198435249
PERP	-3.37319676519787	0
CRYAB	-3.36850234598715	0
MZT2A	-3.36381217592367	0.024479238333301
FOXC1	-3.32862274746137	6.00E-05
ANKRD13A	-3.32862274746137	0.109008492563496
ZFPL1	-3.32862274746137	0.135555668630545
GNPAT	-3.32862274746137	0.789309073631103
OGT	-3.32862274746137	0.789309073631103
DIAPH2	-3.32862274746137	0.789309073631103
MAP2	-3.32862274746137	0.896438899459739
ECRG4	-3.32862274746137	0.896438899459739
SOX9	-3.31968962269136	0.000176599741749
GDE1	-3.3016556998611	0.135555668630545
FGFR1	-3.3016556998611	0.167723515812393
TEX9	-3.3016556998611	0.204247373361866
PAPSS1	-3.296201269769	0.000851990720696
CEACAM7	-3.296201269769	0.000851990720696
SEMA3C	-3.28208016152435	1.04E-06
GABRP	-3.28208016152435	1.98E-05
C11orf1	-3.27417496343899	0.135492800431382
N4BP1	-3.27417496343899	0.167723515812393
NINJ2	-3.27417496343899	0.204247373361866
PREB	-3.27417496343899	0.743247191000447
KLHL21	-3.27417496343899	0.797653694841605
THEMIS2	-3.27417496343899	0.797653694841605
AAMP	-3.27417496343899	0.797653694841605
LIPH	-3.27417496343899	0.797653694841605
FAM189B	-3.27417496343899	0.876365650317318
HLA-DRA	-3.25641068396316	2.26E-07
MAL2	-3.25180715041054	0.001805780230092
IRF6	-3.25019610050456	4.27E-05
PRORP	-3.2461605872694	0.167723515812393
PI4K2B	-3.2461605872694	0.204247373361866
SPINT1-AS1	-3.2461605872694	0.250893666202484
LRBA	-3.2461605872694	0.250893666202484
KRT6B	-3.23162926847292	0
FHL2	-3.21759143507263	0.000194303336065
UBE2E1	-3.21759143507263	0.251069938703421
TMEM265	-3.21759143507263	0.251069938703421
EPHB6	-3.21759143507263	0.302694774632317
DLGAP4	-3.21759143507263	0.302694774632317
ZNF875	-3.21759143507263	0.896438899459739
CPNE3	-3.19822611020569	0.034832218592652
LARP7	-3.18844508941312	0.167383116618834
APOO	-3.18844508941312	0.167383116618834
RNF152	-3.18844508941312	0.204247373361866
MAP3K13	-3.18844508941312	0.235907240338598
PHKB	-3.18844508941312	0.251069938703421
PRB1	-3.18844508941312	0.302694774632317
MSMO1	-3.18423283812619	0.000318504693953
KRT18	-3.18254448797342	0.001107584771995
S100A14	-3.18106555904752	3.80E-05
STOM	-3.17859730345676	0.062731462275526
SCNN1B	-3.17364808748503	0.011602851574863
CCL28	-3.17067038768514	2.69E-08
NFIX	-3.15869774601905	0.007119049047507
RABGAP1	-3.15869774601905	0.204247373361866
TUT7	-3.15869774601905	0.204247373361866
SYNM	-3.15869774601905	0.302694774632317
GPX3	-3.15869774601905	0.90037402612561
PNPLA4	-3.15869774601905	0.90037402612561
KCNMB4	-3.15869774601905	0.950925197988788
FBH1	-3.15869774601905	0.950925197988788
COQ8B	-3.15869774601905	0.950925197988788
APCDD1	-3.15869774601905	0.999999901519655
AK1	-3.14359085362885	0.005508310380448
KRT23	-3.12832409697553	4.07E-07
PSMB7	-3.12832409697553	4.12E-05
HES4	-3.12832409697553	0.000638467075127
PDGFA	-3.12832409697553	0.251069938703421
FZD10	-3.12832409697553	0.302694774632317
LRATD1	-3.12832409697553	0.302694774632317
TOM1L2	-3.12832409697553	0.302694774632317
KRTCAP3	-3.12832409697553	0.302694774632317
COL8A1	-3.12832409697553	0.424690508301743
KRT10	-3.12709574863323	0
CHMP4C	-3.11805576152172	0.110862066434323
ANXA8L1	-3.09729720135491	0.001368879470071
NGRN	-3.09729720135491	0.002768528463141
FA2H	-3.09729720135491	0.011827240285239
MARK2	-3.09729720135491	0.016224508732218
HMGCS1	-3.09729720135491	0.024019881887908
REEP3	-3.09729720135491	0.179472200479501
HAGHL	-3.09729720135491	0.251069938703421
BCAR3	-3.09729720135491	0.302694774632317
FAM234A	-3.09729720135491	0.302694774632317
LMCD1	-3.09729720135491	0.425993262225602
FAM92A	-3.09729720135491	0.990745109372313
STK11	-3.09729720135491	0.990745109372313
TMEM47	-3.09729720135491	0.999999901519655
ACSL1	-3.08680482753728	0.002801340236567
UBE2A	-3.08469716457528	0.003497706021872
AFDN	-3.07623558582709	0.081988383648875
CDC42EP1	-3.07623558582709	0.115664890382418
PPA1	-3.07358113238111	1.02E-09
AOPEP	-3.07198611282573	0.006767011238721
SHMT1	-3.06558834162758	0.166214225902905
ACTN1	-3.06558834162758	0.250893666202484
ABCF2	-3.06558834162758	0.302694774632317
DNASE2	-3.06558834162758	0.302694774632317
FBXO8	-3.06558834162758	0.302694774632317
ERBB3	-3.06558834162758	0.302694774632317
TDRD3	-3.06558834162758	0.302694774632317
F3	-3.06558834162758	0.426548956397722
FOXCUT	-3.06558834162758	0.426548956397722
KIAA1191	-3.04946867626429	0.029632252801622
PPIC	-3.04405518007794	0.000861672927685
MRPL15	-3.0331668639352	0.035904652316159
UBL7	-3.0331668639352	0.250498952846817
COPG1	-3.0331668639352	0.302694774632317
CMTM4	-3.0331668639352	0.365263572409015
PRB2	-3.0331668639352	0.365263572409015
TMEM79	-3.0331668639352	0.365263572409015
IFT20	-3.0331668639352	0.426548956397722
NR2F6	-3.0331668639352	0.426548956397722
FBXO21	-3.0331668639352	0.426548956397722
GSTM3	-3.0331668639352	0.494433478684413
BDH1	-3.0331668639352	0.494433478684413
PER3	-3.0331668639352	0.999999901519655
TINAGL1	-3.0331668639352	0.999999901519655
ARHGAP12	-3.0331668639352	0.999999901519655
TSHZ2	-3.0331668639352	0.999999901519655
PDLIM4	-3.01904575569055	3.37E-08
SLC4A1AP	-3	0.302694774632317
UBE4A	-3	0.365263572409015
DESI1	-3	0.365263572409015
RARG	-3	0.365263572409015
MVD	-3	0.427063647144922
ACTA2	-3	0.721251581447998
SLC25A23	-2.98877274457675	0.001477227617249
EFNA1	-2.98877274457675	0.146520659553069
MRPL38	-2.98312618143561	0.019626161850058
FGFBP2	-2.97583368886925	2.46E-09
CDK16	-2.96605266807667	0.017534379026806
SIRT7	-2.96605266807667	0.302694774632317
RARS	-2.96605266807667	0.365263572409015
ME2	-2.96605266807667	0.427063647144922
TBC1D10A	-2.96605266807667	0.427063647144922
USP6NL	-2.96605266807667	0.495660780121003
CDKN2A	-2.96605266807667	0.582222273000643
ULK3	-2.96605266807667	0.999999901519655
TFEB	-2.96605266807667	0.999999901519655
XPOT	-2.96605266807667	0.999999901519655
EMP2	-2.95544456851068	3.42E-07
KLRG2	-2.94877467664482	0.039130705409599
CTTN	-2.94296905496362	0.204247373361866
NFS1	-2.93128724991598	0.495660780121003
AP000547.3	-2.93128724991598	0.495660780121003
ASAP3	-2.93128724991598	0.495660780121003
CAMK2N1	-2.92625166001869	2.45E-08
GGT6	-2.91951008213963	0.056504436791911
MSLN	-2.91358524818253	0.075199579681884
QPCT	-2.90593167563909	1.26E-06
KRT16	-2.90348284464456	3.73E-09
APP	-2.89566334018526	3.01E-06
ELF3	-2.89566334018526	0.005266757230107
FSTL3	-2.89566334018526	0.426548956397722
CLN3	-2.89566334018526	0.585546999550178
TRIP4	-2.89566334018526	0.999999901519655
TCTN3	-2.89566334018526	0.999999901519655
ITGB4	-2.89566334018526	0.999999901519655
GPATCH2	-2.89566334018526	0.999999901519655
CSTF2T	-2.89566334018526	0.999999901519655
HSD17B10	-2.88359050788469	0.002579713446652
HDGF	-2.88359050788469	0.003268257133187
MRPL18	-2.88116377049015	0.016179862488594
RNPS1	-2.877515993475	0.031299852949088
TPRG1	-2.87141579393859	0.054241340807738
KIF26B	-2.87141579393859	0.188166543937209
LMNB2	-2.87141579393859	0.215571540031837
TUBA4A	-2.85913746416015	4.99E-05
TFAP2A	-2.85913746416015	0.495660780121003
MCCC2	-2.85913746416015	0.495660780121003
MPZL1	-2.85913746416015	0.495660780121003
DFFA	-2.85913746416015	0.585546999550178
TMEM139	-2.85913746416015	0.585546999550178
RAB3IP	-2.85913746416015	0.585546999550178
TRIM69	-2.85913746416015	0.585546999550178
CHCHD10	-2.85384316449064	1.05E-12
OCIAD2	-2.85171999259766	0.016544749625073
SRD5A1	-2.84675373970432	0.254395744625412
EBP	-2.84675373970432	0.295834753071564
GJB6	-2.82797653267369	7.58E-06
ACAT2	-2.82166275874148	0.00856435385494
TNFAIP1	-2.82166275874148	0.222945993345988
EPCAM	-2.82166275874148	0.33959932653511
THAP4	-2.82166275874148	0.424963854135471
GPC1	-2.82166275874148	0.495636145588319
ENAH	-2.82166275874148	0.495660780121003
CLPX	-2.82166275874148	0.495660780121003
SGPL1	-2.82166275874148	0.495660780121003
TRADD	-2.82166275874148	0.585595538684183
MRRF	-2.82166275874148	0.999999901519655
NDUFAF1	-2.82166275874148	0.999999901519655
AQP3	-2.80993346615938	2.44E-05
PPL	-2.80639600208818	0.029914674152468
ATP6V1D	-2.80255393579379	0.076749511230414
ADIRF	-2.7984260501711	0
TSPAN3	-2.79612766663435	0.008854195426744
WARS	-2.78318861092685	0.495378338496441
ABCF3	-2.78318861092685	0.506308062332371
KLHL9	-2.78318861092685	0.585546999550178
CTTNBP2NL	-2.78318861092685	0.585546999550178
CYB561	-2.78318861092685	0.585546999550178
STYXL1	-2.78318861092685	0.679453361311498
STRN4	-2.78318861092685	0.679453361311498
ARPIN	-2.78318861092685	0.679453361311498
TST	-2.78318861092685	0.679453361311498
LLGL2	-2.77760757866356	0.001159450587219
SDHC	-2.75695706935367	1.70E-07
ANK3	-2.75695706935367	0.014307047030639
FKBP4	-2.74366024674021	0.002600111249779
AACS	-2.74366024674021	0.140988099295727
TJP1	-2.74366024674021	0.16928982418014
RPP25L	-2.74366024674021	0.314554118406891
NUDT8	-2.74366024674021	0.403527749925454
ALCAM	-2.74366024674021	0.446402634651758
MSX2	-2.74366024674021	0.493967470606504
TOMM70	-2.74366024674021	0.493967470606504
CA13	-2.74366024674021	0.585546999550178
ALKBH5	-2.74366024674021	0.585546999550178
MYO1E	-2.74366024674021	0.585546999550178
ELOVL4	-2.74366024674021	0.679453361311498
ATP6V0E2	-2.74366024674021	0.679453361311498
CCDC28A	-2.74366024674021	0.679453361311498
PSME3	-2.74366024674021	0.679453361311498
PARVA	-2.74366024674021	0.679453361311498
IL17RC	-2.74366024674021	0.789309073631103
MED27	-2.74366024674021	0.999999901519655
PXK	-2.74366024674021	0.999999901519655
BCKDK	-2.74366024674021	0.999999901519655
MLLT3	-2.74366024674021	0.999999901519655
NTN4	-2.74366024674021	0.999999901519655
MAPT	-2.74366024674021	0.999999901519655
CLDN12	-2.74366024674021	0.999999901519655
RBFOX2	-2.74366024674021	0.999999901519655
KRT14	-2.72880464179073	0
VSIR	-2.72348236480259	0.06202895712606
AC018521.5	-2.72348236480259	0.06202895712606
IDH3B	-2.72348236480259	0.11694810740757
MAP1LC3A	-2.71669319913994	0.048529583009281
MINK1	-2.70301826224286	0.679453361311498
LYNX1	-2.70301826224286	0.679453361311498
DLG3	-2.70301826224286	0.789309073631103
CPTP	-2.70301826224286	0.789309073631103
B4GALT2	-2.70301826224286	0.789309073631103
JAGN1	-2.70301826224286	0.789309073631103
MYOF	-2.68921246271784	0.135492800431382
ZDHHC2	-2.68921246271784	0.420742894554846
SH3GL1	-2.68921246271784	0.459022794873606
TMEM106B	-2.68225970207607	0.076749511230414
TM4SF1	-2.67877071599619	4.08E-10
CLTB	-2.67433918623631	3.06E-14
PPFIBP1	-2.67176732825843	0.003497706021872
ENDOD1	-2.66965966529644	0.000214750893006
ADAM15	-2.66119808654824	0.002533811242809
RAB1B	-2.66119808654824	0.005508310380448
BNIPL	-2.66119808654824	0.047485804926631
SERPINB8	-2.66119808654824	0.117429040385031
TIMM23	-2.66119808654824	0.143184882673928
GGH	-2.66119808654824	0.468692274592854
TMEM242	-2.66119808654824	0.679453361311498
HRAS	-2.66119808654824	0.679453361311498
CXorf40B	-2.66119808654824	0.679453361311498
MCEE	-2.66119808654824	0.789309073631103
TNKS1BP1	-2.66119808654824	0.789309073631103
LINC00511	-2.66119808654824	0.789309073631103
RAB38	-2.66119808654824	0.999999901519655
EARS2	-2.66119808654824	0.999999901519655
AHDC1	-2.66119808654824	0.999999901519655
AC016876.1	-2.66119808654824	0.999999901519655
RIN2	-2.66119808654824	0.999999901519655
TMEM267	-2.66119808654824	0.999999901519655
IGFBP6	-2.66119808654824	0.999999901519655
CAVIN1	-2.64902337260214	1.23E-05
ALDH9A1	-2.63982443575567	0.1433785631504
DOCK9	-2.63982443575567	0.204247373361866
TRIM29	-2.62436131836787	1.10E-06
RALY	-2.61812936465635	0.002899531502836
MTUS1	-2.61812936465635	0.174292491977426
BOLA3	-2.61812936465635	0.250482630511503
SCAF1	-2.61812936465635	0.573958480498876
TMEM167B	-2.61812936465635	0.789309073631103
MTFR1L	-2.61812936465635	0.789309073631103
SHC4	-2.61812936465635	0.896438899459739
GTPBP6	-2.61812936465635	0.896438899459739
COIL	-2.61812936465635	0.999999901519655
CCL14	-2.61812936465635	0.999999901519655
CCL4L2	-2.61604605015587	0.398406985991289
ATP5F1B	-2.61307613693007	0
ESRRA	-2.60935915502862	0.059852534348913
ITGB8	-2.60348258869195	0.043837040813957
KCNK5	-2.60348258869195	0.260747584852964
TRAF7	-2.60348258869195	0.443254728435629
PDXK	-2.59927033740504	0.003159594763544
HLA-DMA	-2.59610305832636	0.007281673653948
UQCRC2	-2.594394715864	1.89E-05
GMDS	-2.59165715329516	0.15021418918732
COA6	-2.58868558676387	0.036750024991505
CLDN4	-2.5737352452979	2.40E-08
LAPTM4B	-2.5737352452979	0.014126613619704
ACO2	-2.5737352452979	0.036931839237296
FAM91A1	-2.5737352452979	0.671645340881836
STN1	-2.5737352452979	0.671645340881836
TMEM128	-2.5737352452979	0.789309073631103
UNG	-2.5737352452979	0.789309073631103
HAUS2	-2.5737352452979	0.789309073631103
EXOSC6	-2.5737352452979	0.789309073631103
NR1D2	-2.5737352452979	0.789309073631103
PBX2	-2.5737352452979	0.789309073631103
KLC2	-2.5737352452979	0.896438899459739
USP54	-2.5737352452979	0.896438899459739
ELAC2	-2.5737352452979	0.896438899459739
FSTL1	-2.5737352452979	0.896438899459739
CIAO3	-2.5737352452979	0.999999901519655
FOXQ1	-2.5737352452979	0.999999901519655
TMPRSS13	-2.5737352452979	0.999999901519655
MTOR	-2.5737352452979	0.999999901519655
DNAAF5	-2.5737352452979	0.999999901519655
MED11	-2.5737352452979	0.999999901519655
CCDC106	-2.5737352452979	0.999999901519655
SH3YL1	-2.5586283529077	0.074993358332406
ISOC2	-2.55558789858764	0.156631180313875
SZRD1	-2.55101516879782	0.142835962301658
PSMD14	-2.54336159625439	0.564940019992858
ANAPC15	-2.54336159625439	0.641485094007311
ATP5F1A	-2.53593321258552	5.88E-10
KAT5	-2.52793155568477	0.724975556157901
DYRK4	-2.52793155568477	0.740255757278553
AIDA	-2.52793155568477	0.789309073631103
FCHO2	-2.52793155568477	0.789309073631103
EPB41L5	-2.52793155568477	0.896438899459739
AGPAT1	-2.52793155568477	0.896438899459739
STX12	-2.52793155568477	0.896438899459739
UTP3	-2.52793155568477	0.896438899459739
NT5C2	-2.52793155568477	0.896438899459739
PITPNA-AS1	-2.52793155568477	0.896438899459739
ZMAT5	-2.52793155568477	0.896438899459739
ST6GALNAC4	-2.52793155568477	0.999999901519655
MTG2	-2.52793155568477	0.999999901519655
DCAKD	-2.52793155568477	0.999999901519655
KDM1A	-2.52793155568477	0.999999901519655
PRCP	-2.52793155568477	0.999999901519655
RNF144B	-2.51233470063376	0.703648157679812
NBL1	-2.50447258286079	0.015527002601948
CCNY	-2.50447258286079	0.206876470000433
ANKRD9	-2.50447258286079	0.252995094673443
BCL2L1	-2.49430077780349	0.011256468794374
FSCN1	-2.49430077780349	0.046048163352486
NDUFA5	-2.49021188973562	0.000855933903843
UQCRC1	-2.48062584090642	1.24E-06
WBP2	-2.48062584090642	0.00140695318341
SQLE	-2.48062584090642	0.022923356743485
PCSK1N	-2.48062584090642	0.386678719740825
PCCB	-2.48062584090642	0.66570683128411
NMRAL1	-2.48062584090642	0.66570683128411
MCC	-2.48062584090642	0.789309073631103
LIME1	-2.48062584090642	0.789309073631103
WDR34	-2.48062584090642	0.789309073631103
EBLN3P	-2.48062584090642	0.896438899459739
DVL3	-2.48062584090642	0.896438899459739
IPO11	-2.48062584090642	0.896438899459739
ARFRP1	-2.48062584090642	0.896438899459739
SMC1A	-2.48062584090642	0.896438899459739
GATAD2B	-2.48062584090642	0.999999901519655
AL031668.2	-2.48062584090642	0.999999901519655
TBC1D5	-2.48062584090642	0.999999901519655
ZNF672	-2.48062584090642	0.999999901519655
SMCO4	-2.48062584090642	0.999999901519655
MRPL46	-2.48062584090642	0.999999901519655
USP21	-2.48062584090642	0.999999901519655
HS1BP3	-2.48062584090642	0.999999901519655
NAA80	-2.48062584090642	0.999999901519655
SMIM20	-2.48062584090642	0.999999901519655
ALDH7A1	-2.48062584090642	0.999999901519655
BCL9L	-2.48062584090642	0.999999901519655
NOTCH3	-2.48062584090642	0.999999901519655
SESN3	-2.46575256442489	0.000577206315967
SLAIN2	-2.46450617554314	0.056949947215693
TOLLIP	-2.46450617554314	0.103074750118387
MTX1	-2.46126051603949	0.144264657304671
FAM136A	-2.46126051603949	0.196704228151418
FZD1	-2.45637829465975	0.252995094673443
ARL15	-2.44820436321405	0.671277353851918
CLEC11A	-2.44820436321405	0.731543675713605
MGAT4B	-2.44163170929056	0.069225980893973
DSG3	-2.43880566521179	0.005134345269337
DYNC1LI1	-2.43171624042547	0.045700388976697
FASTKD1	-2.43171624042547	0.999999901519655
COQ2	-2.43171624042547	0.999999901519655
BLNK	-2.43171624042547	0.999999901519655
DIDO1	-2.43171624042547	0.999999901519655
CUL2	-2.43171624042547	0.999999901519655
B3GALT4	-2.43171624042547	0.999999901519655
CCNT2	-2.43171624042547	0.999999901519655
MED31	-2.43171624042547	0.999999901519655
NKIRAS2	-2.43171624042547	0.999999901519655
ELOA	-2.43171624042547	0.999999901519655
ATP6V1A	-2.42459180599209	0.071230106926647
ANXA2	-2.42247408812062	0
CCND1	-2.41922529624228	0.035940202171221
MFAP5	-2.41503749927884	0.370179333291888
PLA2G4A	-2.41503749927884	0.80836624281063
GSK3A	-2.40662525946264	0.358871094751276
ACADS	-2.40662525946264	0.358871094751276
RABL6	-2.40662525946264	0.401144713435166
JUP	-2.3810901673555	1.34E-07
SOWAHC	-2.3810901673555	0.087063138197812
NUDT22	-2.3810901673555	0.151965518614753
FBXW5	-2.3810901673555	0.302694774632317
MRPS31	-2.3810901673555	0.312672284022365
HEBP1	-2.3810901673555	0.358871094751276
SMARCD2	-2.3810901673555	0.358871094751276
FBXO2	-2.3810901673555	0.363051933587879
MRPL2	-2.3810901673555	0.469752353421119
POP7	-2.3810901673555	0.766947213332967
SIKE1	-2.3810901673555	0.830671112470702
CHMP1A	-2.3810901673555	0.830671112470702
AMFR	-2.3810901673555	0.830671112470702
SLC25A12	-2.3810901673555	0.896438899459739
ATG9A	-2.3810901673555	0.896438899459739
